benchmark,case_index,cells_per_side,cell_a,cell_b,current_mismatch,admissible_root_count,dense_minimum_mismatch,dense_minimum_parameter
lines,3,64,"(28, 29)","(29, 29)",5.608470783298618e-11,1,0.0,0.22844868451306866
lines,3,64,"(29, 29)","(29, 30)",2.0618496900506994e-11,1,0.0,0.1783812068490215
lines,3,64,"(29, 30)","(30, 30)",5.1871322611349375e-11,1,0.0,0.16751136500199665
lines,3,64,"(30, 30)","(30, 31)",2.3591061669048665e-10,1,0.0,0.11348750343182928
lines,3,64,"(30, 31)","(31, 31)",7.57718726186959e-11,1,0.0,0.10657778291194063
lines,3,64,"(31, 31)","(31, 32)",1.5892568348642365e-09,1,0.0,0.04853203294079322
lines,3,64,"(31, 32)","(32, 32)",9.153914689818873e-10,1,0.0,0.0457657601537403
lines,3,64,"(32, 32)","(33, 32)",0.1748324387772737,0,0.047890386597653184,0.982421875
lines,3,64,"(33, 32)","(33, 33)",0.38581940536930526,0,0.11518087604358611,0.986328125
lines,3,64,"(33, 33)","(34, 33)",2.7769705617937037e-09,1,0.0,0.9235551253490621
lines,3,64,"(34, 33)","(34, 34)",7.742797502980004e-09,1,0.0,0.9189148477479193
lines,3,64,"(34, 34)","(35, 34)",1.177949673125821e-09,1,0.0,0.8628157265732398
lines,3,64,"(35, 34)","(35, 35)",9.686304072525456e-10,1,0.0,0.8539257479641855
lines,3,64,"(35, 35)","(36, 35)",4.037490145256583e-10,1,0.0,0.8018858091504762
lines,3,64,"(36, 35)","(36, 36)",4.3981205319733564e-10,1,0.0,0.7890304199872799
lines,3,64,"(36, 36)","(37, 36)",1.73849223259449e-10,1,0.0,0.7409486962925849
lines,3,64,"(37, 36)","(37, 37)",4.6275035673876804e-11,1,0.0,0.724138416146352
lines,3,64,"(37, 37)","(38, 37)",6.863635370046795e-11,1,0.0,0.6800112249018866
lines,3,64,"(38, 37)","(38, 38)",2.732159782852553e-11,1,0.0,0.6592465667579654
lines,3,64,"(38, 38)","(39, 38)",4.132454241834282e-11,1,0.0,0.6190737322476343
lines,3,64,"(39, 38)","(39, 39)",3.912028887143334e-11,1,0.0,0.5943547258694525
lines,3,64,"(39, 39)","(40, 39)",5.312682894277982e-11,1,0.0,0.5581362381840791
lines,3,64,"(40, 39)","(40, 40)",5.784941803141145e-11,1,0.0,0.529462885519315
lines,3,64,"(40, 40)","(41, 40)",2.0919002134014826e-11,1,0.0,0.49719874399986563
lines,3,64,"(41, 40)","(41, 41)",2.0323944393559714e-11,1,0.0,0.46457104518442066
lines,3,64,"(41, 41)","(42, 41)",3.726278572559151e-11,1,0.0,0.4362612498204726
lines,3,64,"(42, 41)","(42, 42)",1.6829831169106256e-11,1,0.0,0.3996792048473162
lines,3,64,"(42, 42)","(43, 42)",8.269802864956712e-12,1,0.0,0.3753237556738622
lines,3,64,"(43, 42)","(43, 43)",2.054853909235784e-11,1,0.0,0.3347873643656385
lines,3,64,"(43, 43)","(44, 43)",3.8638922743693105e-11,1,0.0,0.3143862619135325
lines,3,64,"(44, 43)","(44, 44)",6.8015910075495095e-12,1,0.0,0.2698955214607395
lines,3,64,"(44, 44)","(45, 44)",7.1995370285472955e-12,1,0.0,0.25344877418371653
lines,3,64,"(45, 44)","(45, 45)",1.0743315865802377e-11,1,0.0,0.20500363392529836
lines,3,64,"(45, 45)","(46, 45)",3.560966382555381e-11,1,0.0,0.19251138933770562
lines,3,64,"(46, 45)","(46, 46)",9.756894668074925e-12,1,0.0,0.14011076704541664
lines,3,64,"(46, 46)","(47, 46)",1.0746092596570721e-10,1,0.0,0.13157611127719973
lines,3,64,"(47, 46)","(47, 47)",2.6690918845677273e-11,1,0.0,0.0751893537783144
lines,3,64,"(47, 47)","(48, 47)",6.696402390451356e-10,1,0.0,0.07069838913187595
lines,3,64,"(48, 47)","(48, 48)",0.0010694506246437035,0,0.0010694506246437035,0.008857050227416039
lines,3,64,"(48, 48)","(49, 48)",0.4932565538848281,0,0.15107777553294446,0.009765625
lines,3,64,"(49, 48)","(50, 48)",0.0003214609858333755,0,0.0003214609858333755,0.9486069698957089
lines,3,64,"(50, 48)","(50, 49)",5.00249363158784e-08,0,5.00249363158784e-08,0.9455139500631321
lines,3,64,"(50, 49)","(51, 49)",8.069209875946597e-10,1,0.0,0.8878187130136029
lines,3,64,"(51, 49)","(51, 50)",2.5731982406734044e-11,1,0.0,0.880546883150555
lines,3,64,"(51, 50)","(52, 50)",1.554448605235932e-10,1,0.0,0.8268860726590265
lines,3,64,"(52, 50)","(52, 51)",3.6971533978230133e-10,1,0.0,0.8156527454209117
lines,3,64,"(52, 51)","(53, 51)",1.3317950320336564e-10,1,0.0,0.7659488005034291
lines,3,64,"(53, 51)","(53, 52)",1.1693614510522857e-10,1,0.0,0.7507608070361038
lines,3,64,"(53, 52)","(54, 52)",6.30962883739746e-11,1,0.0,0.705011318774923
lines,3,64,"(54, 52)","(54, 53)",1.389113799570256e-10,1,0.0,0.6858689616267839
lines,3,64,"(54, 53)","(55, 53)",3.609922494341457e-11,1,0.0,0.644073825382302
lines,3,64,"(55, 53)","(55, 54)",1.2018229902024835e-11,1,0.0,0.6209771209823338
lines,3,64,"(55, 54)","(56, 54)",1.844677131474326e-12,1,0.0,0.5831363312721259
lines,3,64,"(56, 54)","(56, 55)",4.83830883538627e-12,1,0.0,0.5560852806033109
lines,3,64,"(56, 55)","(57, 55)",1.0804334220601244e-11,1,0.0,0.5221988372215673
lines,3,64,"(57, 55)","(57, 56)",2.2172326696380317e-11,1,0.0,0.491193439789904
lines,3,64,"(57, 56)","(58, 56)",1.4061938179951058e-11,1,0.0,0.4612613447105832
lines,3,64,"(58, 56)","(58, 57)",1.6932141987777588e-11,1,0.0,0.4263015922559862
lines,3,64,"(58, 57)","(59, 57)",8.77322644730658e-12,1,0.0,0.4003238726804193
lines,3,64,"(59, 57)","(59, 58)",7.286075353990587e-12,1,0.0,0.361409643771367
lines,3,64,"(59, 58)","(60, 58)",2.4654008767158526e-12,1,0.0,0.3393866818236711
lines,3,64,"(60, 58)","(60, 59)",8.319138407588363e-12,1,0.0,0.2965160910611939
lines,3,64,"(60, 59)","(61, 59)",1.790780338096397e-11,1,0.0,0.27845360352584064
lines,3,64,"(61, 59)","(61, 60)",4.648743001993554e-11,1,0.0,0.23159453619349735
lines,3,64,"(61, 60)","(62, 60)",1.1933648554465146e-11,1,0.0,0.21758705860029295
lines,3,64,"(62, 60)","(62, 61)",1.9980761491499383e-11,1,0.0,0.16610613976271452
lines,3,64,"(62, 61)","(63, 61)",7.827779040401686e-11,1,0.0,0.15798551306838818
lines,3,64,"(63, 61)","(63, 62)",1.2375487678424398e-10,1,0.0,0.08576828160590594
zalesak,2,64,"(22, 30)","(23, 30)",7.594537676418987e-11,1,0.0,0.6628226658708536
zalesak,2,64,"(22, 30)","(22, 31)",6.70739911602221e-11,2,0.0,0.047439921295522255
zalesak,2,64,"(22, 31)","(22, 32)",5.21470526456119e-12,2,0.0,0.11736327935057489
zalesak,2,64,"(22, 32)","(22, 33)",2.326302396498903e-11,2,0.0,0.08279538505961227
zalesak,2,64,"(22, 33)","(23, 33)",4.462654952763729e-11,2,0.0,0.6747032703154082
zalesak,2,64,"(23, 27)","(24, 27)",6.497420571069396e-11,1,0.0,0.6709685918313517
zalesak,2,64,"(23, 27)","(23, 28)",3.882729000927543e-12,2,0.0,0.1664758130384962
zalesak,2,64,"(23, 28)","(23, 29)",1.6638143439418857e-11,1,0.0,0.5807947655638873
zalesak,2,64,"(23, 29)","(23, 30)",8.525243895264875e-11,2,0.0,0.870666410590361
zalesak,2,64,"(23, 33)","(23, 34)",7.324373924320434e-10,2,0.0,0.9425755409660588
zalesak,2,64,"(23, 34)","(23, 35)",8.845570528294205e-12,1,0.0,0.6918544503816565
zalesak,2,64,"(23, 35)","(23, 36)",7.534452088459087e-12,1,0.0,0.32121339235670804
zalesak,2,64,"(23, 36)","(24, 36)",4.9540116403915524e-11,2,0.0,0.6665587092109445
zalesak,2,64,"(24, 26)","(25, 26)",1.0805435518903028e-10,1,0.0,0.15274769220610324
zalesak,2,64,"(24, 26)","(24, 27)",1.6272143342954435e-11,1,0.0,0.6085864876439518
zalesak,2,64,"(24, 36)","(24, 37)",5.574857905973058e-11,2,0.0,0.8145792007376985
zalesak,2,64,"(24, 37)","(24, 38)",1.2627274284510547e-10,2,0.0,0.14490319535783783
zalesak,2,64,"(24, 38)","(25, 38)",2.968581012339545e-11,1,0.0,0.18477660310510602
zalesak,2,64,"(25, 25)","(26, 25)",8.972597454081744e-11,1,0.0,0.08676426432275093
zalesak,2,64,"(25, 25)","(25, 26)",1.4626271363458055e-10,1,0.0,0.8745525747070769
zalesak,2,64,"(25, 38)","(25, 39)",4.451888514691765e-11,1,0.0,0.2637897635970421
zalesak,2,64,"(25, 39)","(26, 39)",4.745305099288123e-12,1,0.0,0.25075984747918484
zalesak,2,64,"(26, 24)","(27, 24)",1.0646422479302611e-11,1,0.0,0.28733310003196494
zalesak,2,64,"(26, 24)","(26, 25)",1.8772172885467756e-09,1,0.0,0.9039002714658955
zalesak,2,64,"(26, 39)","(26, 40)",8.219537599086478e-10,1,0.0,0.07148414294415943
zalesak,2,64,"(26, 40)","(27, 40)",4.5203147911940225e-10,2,0.0,0.05019818841628876
zalesak,2,64,"(27, 23)","(28, 23)",2.468373966803422e-12,1,0.0,0.6788136734557565
zalesak,2,64,"(27, 23)","(27, 24)",2.29239590785789e-11,1,0.0,0.5618022415948463
zalesak,2,64,"(27, 35)","(28, 35)",3.452161470336734e-11,2,0.0,0.3133222194076234
zalesak,2,64,"(27, 35)","(27, 36)",1.4830938901319733e-13,1,0.0,0.4304705965339781
zalesak,2,64,"(27, 36)","(28, 36)",2.350606807698739e-10,2,0.0,0.8452067288674107
zalesak,2,64,"(27, 40)","(28, 40)",2.6439383114252193e-11,1,0.0,0.658709017667029
zalesak,2,64,"(28, 23)","(29, 23)",8.978682593356499e-12,2,0.0,0.22216972577478372
zalesak,2,64,"(28, 34)","(29, 34)",2.219896694021162e-09,1,0.0,0.04604303633713698
zalesak,2,64,"(28, 34)","(28, 35)",4.6808969706236006e-11,1,0.0,0.7327939845819265
zalesak,2,64,"(28, 36)","(28, 37)",1.192211689590634e-10,1,0.0,0.6895608521552549
zalesak,2,64,"(28, 37)","(29, 37)",9.441509666514723e-12,1,0.0,0.6525082731934071
zalesak,2,64,"(28, 40)","(28, 41)",2.509458078723669e-11,1,0.0,0.28306146721234654
zalesak,2,64,"(28, 41)","(29, 41)",1.0365733913569253e-12,2,0.0,0.11535952660678049
zalesak,2,64,"(29, 22)","(30, 22)",2.6818394908140907e-10,2,0.0,0.8949367369069933
zalesak,2,64,"(29, 22)","(29, 23)",4.620391103365659e-11,1,0.0,0.3638144500972203
zalesak,2,64,"(29, 32)","(30, 32)",2.4239107770519024e-10,1,0.0,0.757048111436211
zalesak,2,64,"(29, 32)","(29, 33)",1.8161349347672718e-11,1,0.0,0.1884592401608188
zalesak,2,64,"(29, 33)","(29, 34)",0.0010253149610580585,0,0.0010253149610580585,0.9639449468242582
zalesak,2,64,"(29, 37)","(30, 37)",1.0503426919007333e-11,1,0.0,0.8119757840960483
zalesak,2,64,"(29, 41)","(30, 41)",5.621620384998292e-12,1,0.0,0.4425839329249993
zalesak,2,64,"(30, 22)","(31, 22)",1.5183401996910347e-11,1,0.0,0.6837091413996723
zalesak,2,64,"(30, 31)","(31, 31)",1.0175985826525154e-11,1,0.0,0.4677567154613007
zalesak,2,64,"(30, 31)","(30, 32)",1.6360463579386464e-11,1,0.0,0.41282219572255147
zalesak,2,64,"(30, 36)","(31, 36)",4.4184633865181977e-11,1,0.0,0.6785420629750933
zalesak,2,64,"(30, 36)","(30, 37)",2.687831682985159e-12,1,0.0,0.21977587329239667
zalesak,2,64,"(30, 41)","(31, 41)",2.1122780301425138e-11,1,0.0,0.6538153578000674
zalesak,2,64,"(31, 22)","(32, 22)",1.3024746938862608e-11,1,0.0,0.5808638623247634
zalesak,2,64,"(31, 30)","(32, 30)",1.5676572566627912e-11,1,0.0,0.17847169954480704
zalesak,2,64,"(31, 30)","(31, 31)",5.507760536806232e-11,1,0.0,0.6371971156920335
zalesak,2,64,"(31, 35)","(32, 35)",6.056148377552467e-11,1,0.0,0.399135085035673
zalesak,2,64,"(31, 35)","(31, 36)",2.777811458649804e-12,1,0.0,0.4635418713371473
zalesak,2,64,"(31, 41)","(32, 41)",3.6225500366128286e-11,2,0.0,0.7566731768732189
zalesak,2,64,"(32, 22)","(33, 22)",2.978140845302169e-11,1,0.0,0.5826822302455094
zalesak,2,64,"(32, 28)","(33, 28)",1.9916554701699228e-09,1,0.0,0.8891878746675593
zalesak,2,64,"(32, 28)","(32, 29)",3.3677323099471667e-10,1,0.0,0.08594941746187942
zalesak,2,64,"(32, 29)","(32, 30)",6.54970653801665e-10,1,0.0,0.8615730582985452
zalesak,2,64,"(32, 34)","(33, 34)",1.4224152887833547e-11,1,0.0,0.11042643488983231
zalesak,2,64,"(32, 34)","(32, 35)",2.06704526636045e-11,1,0.0,0.6898035925593012
zalesak,2,64,"(32, 41)","(33, 41)",4.609504614184008e-12,2,0.0,0.7548012449809175
zalesak,2,64,"(33, 22)","(34, 22)",1.5506170814135014e-11,1,0.0,0.6901248509300786
zalesak,2,64,"(33, 27)","(34, 27)",3.277779251390964e-11,1,0.0,0.5999348491643423
zalesak,2,64,"(33, 27)","(33, 28)",7.053629699133328e-12,1,0.0,0.31033395880142506
zalesak,2,64,"(33, 32)","(34, 32)",6.274346942188105e-10,1,0.0,0.8211563311157488
zalesak,2,64,"(33, 32)","(33, 33)",7.536960061947214e-12,1,0.0,0.13871608509141878
zalesak,2,64,"(33, 33)","(33, 34)",7.736491658881666e-10,1,0.0,0.9143345576788579
zalesak,2,64,"(33, 41)","(34, 41)",2.0953282231726994e-11,1,0.0,0.6475626718604326
zalesak,2,64,"(34, 22)","(35, 22)",9.487896095929236e-10,2,0.0,0.903401972878105
zalesak,2,64,"(34, 26)","(35, 26)",4.1044989965855745e-12,1,0.0,0.3112026803602066
zalesak,2,64,"(34, 26)","(34, 27)",1.1344470643400464e-11,1,0.0,0.5348136132574473
zalesak,2,64,"(34, 31)","(35, 31)",7.626804737277333e-12,1,0.0,0.5318715143231839
zalesak,2,64,"(34, 31)","(34, 32)",5.420809619626451e-12,1,0.0,0.3630917329868771
zalesak,2,64,"(34, 41)","(35, 41)",5.9555797258817654e-12,1,0.0,0.43350263239765807
zalesak,2,64,"(35, 22)","(35, 23)",1.899104007169287e-10,1,0.0,0.6873008548729104
zalesak,2,64,"(35, 23)","(36, 23)",1.4542883741094908e-11,1,0.0,0.21349746972067807
zalesak,2,64,"(35, 25)","(36, 25)",5.157913794437485e-11,1,0.0,0.032826663700006975
zalesak,2,64,"(35, 25)","(35, 26)",9.410511481220465e-11,1,0.0,0.7603381829776891
zalesak,2,64,"(35, 30)","(36, 30)",1.3566750667063984e-11,1,0.0,0.2425872985123351
zalesak,2,64,"(35, 30)","(35, 31)",4.082223923302444e-11,1,0.0,0.58746783041649
zalesak,2,64,"(35, 41)","(36, 41)",7.610538798750555e-11,2,0.0,0.09630669889505952
zalesak,2,64,"(36, 23)","(37, 23)",7.863299888330344e-05,0,7.863299888330344e-05,0.9624057555930995
zalesak,2,64,"(36, 24)","(36, 25)",0.9423212563651795,0,0.0018926731115045546,0.982421875
zalesak,2,64,"(36, 28)","(37, 28)",1.8840128108936934e-05,0,1.8840128108936934e-05,0.9532823989591498
zalesak,2,64,"(36, 28)","(36, 29)",3.730242810397622e-09,1,0.0,0.03621250669721121
zalesak,2,64,"(36, 29)","(36, 30)",1.203157385125449e-10,1,0.0,0.8118446714357241
zalesak,2,64,"(36, 40)","(37, 40)",1.355451179609827e-11,1,0.0,0.541600484821156
zalesak,2,64,"(36, 40)","(36, 41)",1.4007611567642608e-10,1,0.0,0.7252701604488903
zalesak,2,64,"(37, 27)","(38, 27)",1.0116511531305312e-10,1,0.0,0.6621868689166831
zalesak,2,64,"(37, 27)","(37, 28)",7.608371795995362e-12,1,0.0,0.2600721555322207
zalesak,2,64,"(37, 40)","(38, 40)",2.353066792650192e-13,2,0.0,0.7479649798258424
zalesak,2,64,"(38, 26)","(39, 26)",1.0852617004167244e-11,1,0.0,0.33634053394106106
zalesak,2,64,"(38, 26)","(38, 27)",2.2995877506761006e-11,1,0.0,0.47749905843892976
zalesak,2,64,"(38, 39)","(39, 39)",1.8859344740402402e-11,1,0.0,0.20356706929685514
zalesak,2,64,"(38, 39)","(38, 40)",3.742201835773991e-12,2,0.0,0.8507441376368342
zalesak,2,64,"(39, 26)","(40, 26)",1.0103762883457549e-12,1,0.0,0.2385639166904957
zalesak,2,64,"(39, 38)","(40, 38)",1.0643256441516033e-10,1,0.0,0.13708608181823365
zalesak,2,64,"(39, 38)","(39, 39)",2.0777218621617903e-10,1,0.0,0.7684772745098463
zalesak,2,64,"(40, 26)","(40, 27)",6.243710772143858e-12,1,0.0,0.4218691524267797
zalesak,2,64,"(40, 27)","(41, 27)",1.8160347664155385e-10,1,0.0,0.7445575939728587
zalesak,2,64,"(40, 36)","(41, 36)",1.1480752953281824e-10,1,0.0,0.5947113059525418
zalesak,2,64,"(40, 36)","(40, 37)",2.4390854816149475e-13,2,0.0,0.22314622464083642
zalesak,2,64,"(40, 37)","(40, 38)",9.64175463518909e-11,2,0.0,0.8926295964808242
zalesak,2,64,"(41, 27)","(41, 28)",1.988355426276299e-10,2,0.0,0.8711044994264922
zalesak,2,64,"(41, 28)","(41, 29)",1.532162341996423e-11,1,0.0,0.45477026078191557
zalesak,2,64,"(41, 29)","(41, 30)",1.5271765711975447e-11,2,0.0,0.17526840408230782
zalesak,2,64,"(41, 30)","(42, 30)",1.0270642869715427e-11,2,0.0,0.7714641781775026
zalesak,2,64,"(41, 33)","(42, 33)",3.677261821869659e-11,1,0.0,0.3847774103165102
zalesak,2,64,"(41, 33)","(41, 34)",8.860687589508743e-14,2,0.0,0.09395422652762137
zalesak,2,64,"(41, 34)","(41, 35)",2.9585626835315095e-12,1,0.0,0.346174160326309
zalesak,2,64,"(41, 35)","(41, 36)",2.8319044067927202e-11,2,0.0,0.7164251689704361
zalesak,2,64,"(42, 30)","(42, 31)",4.824654103310534e-11,2,0.0,0.5356083675465471
zalesak,2,64,"(42, 31)","(42, 32)",4.4380009107697466e-11,2,0.0,0.9971666222250406
zalesak,2,64,"(42, 32)","(42, 33)",8.285867319150702e-10,2,0.0,0.9429430137416329
