method,variant,benchmark,case_index,cells_per_side,cell_x,cell_y,status,target_phase_area,reconstructed_phase_area,absolute_area_residual,curvature_estimate,true_curvature,curvature_absolute_error,objective,optimizer_success,ghf_method,diagnostics_json,bulge,chord_length,conservative_fallback,fallback_reasons_json
QUASI,QUASI (frozen Cartesian port),squares,0,128,57,59,reconstructed,0.13468914932491316,0.13468914932491316,0.0,3.5833471522056275,0.0,3.5833471522056275,,,,"{""bulge"": -0.1440246180372449, ""chord_length"": 0.5670468175451185, ""conservative_fallback"": false, ""curvature_midpoint"": 3.5833471522056275, ""fallback_reasons"": []}",-0.1440246180372449,0.5670468175451185,False,[]
QUASI,QUASI (frozen Cartesian port),squares,0,128,57,60,reconstructed,0.2977463295603684,0.2977463295603684,0.0,0.3961879341725193,0.0,0.3961879341725193,,,,"{""bulge"": -0.03076835550396852, ""chord_length"": 0.7882182995850102, ""conservative_fallback"": false, ""curvature_midpoint"": 0.3961879341725193, ""fallback_reasons"": []}",-0.03076835550396852,0.7882182995850102,False,[]
QUASI,QUASI (frozen Cartesian port),squares,0,128,57,61,reconstructed,0.1599045034740811,0.1599045034740811,0.0,0.10818432486117756,0.0,0.10818432486117756,,,,"{""bulge"": 0.008767279293900504, ""chord_length"": 0.8051842011631196, ""conservative_fallback"": false, ""curvature_midpoint"": -0.10818432486117756, ""fallback_reasons"": []}",0.008767279293900504,0.8051842011631196,False,[]
QUASI,QUASI (frozen Cartesian port),squares,0,128,57,62,reconstructed,0.0300272201941425,0.0300272201941425,0.0,0.05359086882579496,0.0,0.05359086882579496,,,,"{""bulge"": -0.0018861717891029551, ""chord_length"": 0.5306280660185814, ""conservative_fallback"": false, ""curvature_midpoint"": 0.05359086882579496, ""fallback_reasons"": []}",-0.0018861717891029551,0.5306280660185814,False,[]
QUASI,QUASI (frozen Cartesian port),squares,0,128,58,59,reconstructed,0.3256628712845213,0.3256628712845213,0.0,0.42292934338366717,0.0,0.42292934338366717,,,,"{""bulge"": 0.03279623638390426, ""chord_length"": 0.7876315213087564, ""conservative_fallback"": false, ""curvature_midpoint"": -0.42292934338366717, ""fallback_reasons"": []}",0.03279623638390426,0.7876315213087564,False,[]
QUASI,QUASI (frozen Cartesian port),squares,0,128,58,62,reconstructed,0.6023870196936514,0.6023870196936514,0.0,0.03058488762049825,0.0,0.03058488762049825,,,,"{""bulge"": 0.0002780095554480487, ""chord_length"": 0.26966303033630107, ""conservative_fallback"": false, ""curvature_midpoint"": -0.03058488762049825, ""fallback_reasons"": []}",0.0002780095554480487,0.26966303033630107,False,[]
QUASI,QUASI (frozen Cartesian port),squares,0,128,58,63,reconstructed,0.494572413801734,0.494572413801734,0.0,0.0016163984446120755,0.0,0.0016163984446120755,,,,"{""bulge"": -0.00012958941446854623, ""chord_length"": 0.800858050010416, ""conservative_fallback"": false, ""curvature_midpoint"": 0.0016163984446120755, ""fallback_reasons"": []}",-0.00012958941446854623,0.800858050010416,False,[]
QUASI,QUASI (frozen Cartesian port),squares,0,128,58,64,reconstructed,0.3567305877161288,0.3567305877161288,0.0,0.0004319985113943794,0.0,0.0004319985113943794,,,,"{""bulge"": 3.464146420871947e-05, ""chord_length"": 0.8009436977749664, ""conservative_fallback"": false, ""curvature_midpoint"": -0.0004319985113943794, ""fallback_reasons"": []}",3.464146420871947e-05,0.8009436977749664,False,[]
QUASI,QUASI (frozen Cartesian port),squares,0,128,58,65,reconstructed,0.21888876162984158,0.21888876162984158,0.0,0.00010975711856735386,0.0,0.00010975711856735386,,,,"{""bulge"": -8.80078797027887e-06, ""chord_length"": 0.8009205261383255, ""conservative_fallback"": false, ""curvature_midpoint"": 0.00010975711856735386, ""fallback_reasons"": []}",-8.80078797027887e-06,0.8009205261383255,False,[]
QUASI,QUASI (frozen Cartesian port),squares,0,128,58,66,reconstructed,0.08104693554378173,0.08104693554378173,0.0,5.249696486218914e-06,0.0,5.249696486218914e-06,,,,"{""bulge"": 4.209504546955006e-07, ""chord_length"": 0.8009278354297574, ""conservative_fallback"": false, ""curvature_midpoint"": -5.249696486218914e-06, ""fallback_reasons"": []}",4.209504546955006e-07,0.8009278354297574,False,[]
QUASI,QUASI (frozen Cartesian port),squares,0,128,58,67,reconstructed,0.0005333664889803913,0.0005333664889803913,0.0,0.006689044661392993,0.0,0.006689044661392993,,,,"{""bulge"": 4.15605429815624e-06, ""chord_length"": 0.07050234332589458, ""conservative_fallback"": false, ""curvature_midpoint"": -0.006689044661392993, ""fallback_reasons"": []}",4.15605429815624e-06,0.07050234332589458,False,[]
QUASI,QUASI (frozen Cartesian port),squares,0,128,59,59,reconstructed,0.4635046973705812,0.4635046973705812,0.0,0.11666159964381626,0.0,0.11666159964381626,,,,"{""bulge"": -0.00945923026993755, ""chord_length"": 0.805394999488588, ""conservative_fallback"": false, ""curvature_midpoint"": 0.11666159964381626, ""fallback_reasons"": []}",-0.00945923026993755,0.805394999488588,False,[]
QUASI,QUASI (frozen Cartesian port),squares,0,128,59,67,reconstructed,0.5530233054685141,0.5530233054685141,0.0,0.001971228911475169,0.0,0.001971228911475169,,,,"{""bulge"": -0.0001314754982176057, ""chord_length"": 0.7304640990005874, ""conservative_fallback"": false, ""curvature_midpoint"": 0.001971228911475169, ""fallback_reasons"": []}",-0.0001314754982176057,0.7304640990005874,False,[]
