method,variant,benchmark,case_index,cells_per_side,cell_x,cell_y,status,target_phase_area,reconstructed_phase_area,absolute_area_residual,curvature_estimate,true_curvature,curvature_absolute_error,objective,optimizer_success,ghf_method,diagnostics_json
PLVIRA,PLVIRA,lines,1,128,0,48,unsupported,0.4233242289016683,,,,,,,,,"{""boundary_halo_limitation"": true, ""message"": ""PLVIRA requires a complete 3x3 target stencil""}"
PLVIRA,PLVIRA,lines,1,128,1,48,reconstructed,0.2666125831694135,0.2666125831694136,1.1102230246251565e-16,3.3057568642173487e-15,0.0,3.3057568642173487e-15,1.0607153074745674e-23,True,height_function,"{""curvature"": 3.3057568642173487e-15, ""curvature_source"": ""cartesian-ghf"", ""ghf_diagnostic"": ""complete three-column height function"", ""ghf_direction"": ""y"", ""ghf_fit_points"": 0, ""ghf_height_points"": 3, ""ghf_independent_points"": 3, ""ghf_method"": ""height_function"", ""interval_count"": 1, ""objective"": 1.0607153074745674e-23, ""optimizer_message"": ""CONVERGENCE: NORM_OF_PROJECTED_GRADIENT_<=_PGTOL"", ""optimizer_success"": true}"
PLVIRA,PLVIRA,lines,1,128,2,48,reconstructed,0.1099009374371569,0.10990093743715686,4.163336342344337e-17,9.917270592652006e-15,0.0,9.917270592652006e-15,1.174973244463229e-19,True,height_function,"{""curvature"": 9.917270592652006e-15, ""curvature_source"": ""cartesian-ghf"", ""ghf_diagnostic"": ""complete three-column height function"", ""ghf_direction"": ""y"", ""ghf_fit_points"": 0, ""ghf_height_points"": 3, ""ghf_independent_points"": 3, ""ghf_method"": ""height_function"", ""interval_count"": 1, ""objective"": 1.174973244463229e-19, ""optimizer_message"": ""CONVERGENCE: NORM_OF_PROJECTED_GRADIENT_<=_PGTOL"", ""optimizer_success"": true}"
PLVIRA,PLVIRA,lines,1,128,3,48,reconstructed,0.003174921202088399,0.0031749212020884057,6.938893903907228e-18,-5.950362355591196e-15,0.0,5.950362355591196e-15,1.2437944631025153e-16,True,height_function,"{""curvature"": -5.950362355591196e-15, ""curvature_source"": ""cartesian-ghf"", ""ghf_diagnostic"": ""complete three-column height function"", ""ghf_direction"": ""y"", ""ghf_fit_points"": 0, ""ghf_height_points"": 3, ""ghf_independent_points"": 3, ""ghf_method"": ""height_function"", ""interval_count"": 1, ""objective"": 1.2437944631025153e-16, ""optimizer_message"": ""CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH"", ""optimizer_success"": true}"
PLVIRA,PLVIRA,lines,1,128,3,49,reconstructed,0.5603659330028066,0.560365933002809,2.4424906541753444e-15,-5.950362355591196e-15,0.0,5.950362355591196e-15,3.536097935665895e-21,True,height_function,"{""curvature"": -5.950362355591196e-15, ""curvature_source"": ""cartesian-ghf"", ""ghf_diagnostic"": ""complete three-column height function"", ""ghf_direction"": ""y"", ""ghf_fit_points"": 0, ""ghf_height_points"": 3, ""ghf_independent_points"": 3, ""ghf_method"": ""height_function"", ""interval_count"": 1, ""objective"": 3.536097935665895e-21, ""optimizer_message"": ""CONVERGENCE: NORM_OF_PROJECTED_GRADIENT_<=_PGTOL"", ""optimizer_success"": true}"
PLVIRA,PLVIRA,lines,1,128,4,49,reconstructed,0.40682920847263654,0.4068292084726365,5.551115123125783e-17,-1.4214754516134612e-14,0.0,1.4214754516134612e-14,2.2664478376689275e-19,True,height_function,"{""curvature"": -1.4214754516134612e-14, ""curvature_source"": ""cartesian-ghf"", ""ghf_diagnostic"": ""complete three-column height function"", ""ghf_direction"": ""y"", ""ghf_fit_points"": 0, ""ghf_height_points"": 3, ""ghf_independent_points"": 3, ""ghf_method"": ""height_function"", ""interval_count"": 1, ""objective"": 2.2664478376689275e-19, ""optimizer_message"": ""CONVERGENCE: NORM_OF_PROJECTED_GRADIENT_<=_PGTOL"", ""optimizer_success"": true}"
PLVIRA,PLVIRA,lines,1,128,5,49,reconstructed,0.2501175627403853,0.25011756274038516,1.6653345369377348e-16,1.3553603143291146e-14,0.0,1.3553603143291146e-14,1.6048226531225994e-20,True,height_function,"{""curvature"": 1.3553603143291146e-14, ""curvature_source"": ""cartesian-ghf"", ""ghf_diagnostic"": ""complete three-column height function"", ""ghf_direction"": ""y"", ""ghf_fit_points"": 0, ""ghf_height_points"": 3, ""ghf_independent_points"": 3, ""ghf_method"": ""height_function"", ""interval_count"": 1, ""objective"": 1.6048226531225994e-20, ""optimizer_message"": ""CONVERGENCE: NORM_OF_PROJECTED_GRADIENT_<=_PGTOL"", ""optimizer_success"": true}"
PLVIRA,PLVIRA,lines,1,128,6,49,reconstructed,0.09340591700812695,0.09340591700812693,1.3877787807814457e-17,-2.6776630600160664e-14,0.0,2.6776630600160664e-14,2.740810458967164e-20,True,height_function,"{""curvature"": -2.6776630600160664e-14, ""curvature_source"": ""cartesian-ghf"", ""ghf_diagnostic"": ""complete three-column height function"", ""ghf_direction"": ""y"", ""ghf_fit_points"": 0, ""ghf_height_points"": 3, ""ghf_independent_points"": 3, ""ghf_method"": ""height_function"", ""interval_count"": 1, ""objective"": 2.740810458967164e-20, ""optimizer_message"": ""CONVERGENCE: NORM_OF_PROJECTED_GRADIENT_<=_PGTOL"", ""optimizer_success"": true}"
PLVIRA,PLVIRA,lines,1,128,7,49,reconstructed,0.0007226818805605717,0.0007226818805605335,3.8163916471489756e-17,5.388383688674261e-14,0.0,5.388383688674261e-14,2.954076447071293e-24,True,height_function,"{""curvature"": 5.388383688674261e-14, ""curvature_source"": ""cartesian-ghf"", ""ghf_diagnostic"": ""complete three-column height function"", ""ghf_direction"": ""y"", ""ghf_fit_points"": 0, ""ghf_height_points"": 3, ""ghf_independent_points"": 3, ""ghf_method"": ""height_function"", ""interval_count"": 1, ""objective"": 2.954076447071293e-24, ""optimizer_message"": ""CONVERGENCE: NORM_OF_PROJECTED_GRADIENT_<=_PGTOL"", ""optimizer_success"": true}"
PLVIRA,PLVIRA,lines,1,128,7,50,reconstructed,0.5463231518953222,0.5463231518953222,0.0,5.388383688674261e-14,0.0,5.388383688674261e-14,7.799336893994988e-19,True,height_function,"{""curvature"": 5.388383688674261e-14, ""curvature_source"": ""cartesian-ghf"", ""ghf_diagnostic"": ""complete three-column height function"", ""ghf_direction"": ""y"", ""ghf_fit_points"": 0, ""ghf_height_points"": 3, ""ghf_independent_points"": 3, ""ghf_method"": ""height_function"", ""interval_count"": 1, ""objective"": 7.799336893994988e-19, ""optimizer_message"": ""CONVERGENCE: NORM_OF_PROJECTED_GRADIENT_<=_PGTOL"", ""optimizer_success"": true}"
PLVIRA,PLVIRA,lines,1,128,8,50,reconstructed,0.3903341880436102,0.3903341880436102,0.0,-1.0809824945990878e-13,0.0,1.0809824945990878e-13,5.436753018444468e-16,True,height_function,"{""curvature"": -1.0809824945990878e-13, ""curvature_source"": ""cartesian-ghf"", ""ghf_diagnostic"": ""complete three-column height function"", ""ghf_direction"": ""y"", ""ghf_fit_points"": 0, ""ghf_height_points"": 3, ""ghf_independent_points"": 3, ""ghf_method"": ""height_function"", ""interval_count"": 1, ""objective"": 5.436753018444468e-16, ""optimizer_message"": ""CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH"", ""optimizer_success"": true}"
PLVIRA,PLVIRA,lines,1,128,9,50,reconstructed,0.23362254231139445,0.23362254231139443,2.7755575615628914e-17,8.06604674869051e-14,0.0,8.06604674869051e-14,4.892907646959722e-20,True,height_function,"{""curvature"": 8.06604674869051e-14, ""curvature_source"": ""cartesian-ghf"", ""ghf_diagnostic"": ""complete three-column height function"", ""ghf_direction"": ""y"", ""ghf_fit_points"": 0, ""ghf_height_points"": 3, ""ghf_independent_points"": 3, ""ghf_method"": ""height_function"", ""interval_count"": 1, ""objective"": 4.892907646959722e-20, ""optimizer_message"": ""CONVERGENCE: NORM_OF_PROJECTED_GRADIENT_<=_PGTOL"", ""optimizer_success"": true}"
PLVIRA,PLVIRA,lines,1,128,10,50,reconstructed,0.07691755789636545,0.07691755789636538,6.938893903907228e-17,5.4875563946006894e-14,0.0,5.4875563946006894e-14,2.2787870577167374e-15,True,height_function,"{""curvature"": 5.4875563946006894e-14, ""curvature_source"": ""cartesian-ghf"", ""ghf_diagnostic"": ""complete three-column height function"", ""ghf_direction"": ""y"", ""ghf_fit_points"": 0, ""ghf_height_points"": 3, ""ghf_independent_points"": 3, ""ghf_method"": ""height_function"", ""interval_count"": 1, ""objective"": 2.2787870577167374e-15, ""optimizer_message"": ""CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH"", ""optimizer_success"": true}"
PLVIRA,PLVIRA,lines,1,128,10,51,reconstructed,0.6103449011827706,0.6103449011827706,0.0,5.4875563946006894e-14,0.0,5.4875563946006894e-14,4.6102277212159973e-23,True,height_function,"{""curvature"": 5.4875563946006894e-14, ""curvature_source"": ""cartesian-ghf"", ""ghf_diagnostic"": ""complete three-column height function"", ""ghf_direction"": ""y"", ""ghf_fit_points"": 0, ""ghf_height_points"": 3, ""ghf_independent_points"": 3, ""ghf_method"": ""height_function"", ""interval_count"": 1, ""objective"": 4.6102277212159973e-23, ""optimizer_message"": ""CONVERGENCE: NORM_OF_PROJECTED_GRADIENT_<=_PGTOL"", ""optimizer_success"": true}"
