method,variant,benchmark,case_index,cells_per_side,cell_x,cell_y,status,target_phase_area,reconstructed_phase_area,absolute_area_residual,curvature_estimate,true_curvature,curvature_absolute_error,objective,optimizer_success,ghf_method,diagnostics_json
PLVIRA,PLVIRA,ellipses,3,32,10,10,reconstructed,0.06227257202999029,0.06227257202999503,4.739264536368637e-15,0.03202209834790535,0.029525555017307352,0.0024965433305979973,4.922462598832629e-06,True,height_function,"{""curvature"": 0.03202209834790535, ""curvature_source"": ""cartesian-ghf"", ""ghf_diagnostic"": ""complete three-column height function"", ""ghf_direction"": ""x"", ""ghf_fit_points"": 0, ""ghf_height_points"": 3, ""ghf_independent_points"": 3, ""ghf_method"": ""height_function"", ""interval_count"": 1, ""objective"": 4.922462598832629e-06, ""optimizer_message"": ""CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH"", ""optimizer_success"": true}"
PLVIRA,PLVIRA,ellipses,3,32,10,11,reconstructed,1.941491191083115,1.9414911910830903,2.4646951146678475e-14,0.027422073115126847,0.027131327220349687,0.0002907458947771606,1.0244141234433158e-07,True,height_function,"{""curvature"": 0.027422073115126847, ""curvature_source"": ""cartesian-ghf"", ""ghf_diagnostic"": ""complete three-column height function"", ""ghf_direction"": ""x"", ""ghf_fit_points"": 0, ""ghf_height_points"": 3, ""ghf_independent_points"": 3, ""ghf_method"": ""height_function"", ""interval_count"": 1, ""objective"": 1.0244141234433158e-07, ""optimizer_message"": ""CONVERGENCE: NORM_OF_PROJECTED_GRADIENT_<=_PGTOL"", ""optimizer_success"": true}"
PLVIRA,PLVIRA,ellipses,3,32,10,12,reconstructed,4.0113290155768695,4.011329015576784,8.526512829121202e-14,0.024369967663107246,0.02418455977817623,0.0001854078849310159,6.432953198480269e-14,True,height_function,"{""curvature"": 0.024369967663107246, ""curvature_source"": ""cartesian-ghf"", ""ghf_diagnostic"": ""complete three-column height function"", ""ghf_direction"": ""x"", ""ghf_fit_points"": 0, ""ghf_height_points"": 3, ""ghf_independent_points"": 3, ""ghf_method"": ""height_function"", ""interval_count"": 1, ""objective"": 6.432953198480269e-14, ""optimizer_message"": ""CONVERGENCE: NORM_OF_PROJECTED_GRADIENT_<=_PGTOL"", ""optimizer_success"": true}"
PLVIRA,PLVIRA,ellipses,3,32,10,13,reconstructed,5.304143201320459,5.304143201320424,3.4638958368304884e-14,0.02231977836995954,0.02218939435186476,0.0001303840180947799,3.9685487949543775e-16,True,height_function,"{""curvature"": 0.02231977836995954, ""curvature_source"": ""cartesian-ghf"", ""ghf_diagnostic"": ""complete three-column height function"", ""ghf_direction"": ""x"", ""ghf_fit_points"": 0, ""ghf_height_points"": 3, ""ghf_independent_points"": 3, ""ghf_method"": ""height_function"", ""interval_count"": 1, ""objective"": 3.9685487949543775e-16, ""optimizer_message"": ""CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH"", ""optimizer_success"": true}"
PLVIRA,PLVIRA,ellipses,3,32,10,14,reconstructed,5.906172695271984,5.906172695271984,0.0,0.020978019796307174,0.020877205056610865,0.00010081473969630883,8.159233229259754e-16,True,height_function,"{""curvature"": 0.020978019796307174, ""curvature_source"": ""cartesian-ghf"", ""ghf_diagnostic"": ""complete three-column height function"", ""ghf_direction"": ""x"", ""ghf_fit_points"": 0, ""ghf_height_points"": 3, ""ghf_independent_points"": 3, ""ghf_method"": ""height_function"", ""interval_count"": 1, ""objective"": 8.159233229259754e-16, ""optimizer_message"": ""CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH"", ""optimizer_success"": true}"
PLVIRA,PLVIRA,ellipses,3,32,10,15,reconstructed,5.867205562768,5.8672055627679995,8.881784197001252e-16,0.02018266956413131,0.02009656888364367,8.610068048764061e-05,1.9329142581693614e-18,True,height_function,"{""curvature"": 0.02018266956413131, ""curvature_source"": ""cartesian-ghf"", ""ghf_diagnostic"": ""complete three-column height function"", ""ghf_direction"": ""x"", ""ghf_fit_points"": 0, ""ghf_height_points"": 3, ""ghf_independent_points"": 3, ""ghf_method"": ""height_function"", ""interval_count"": 1, ""objective"": 1.9329142581693614e-18, ""optimizer_message"": ""CONVERGENCE: NORM_OF_PROJECTED_GRADIENT_<=_PGTOL"", ""optimizer_success"": true}"
PLVIRA,PLVIRA,ellipses,3,32,10,16,reconstructed,5.21114191305491,5.211141913054703,2.0694557179012918e-13,0.019850359530230503,0.01976857706353178,8.17824666987238e-05,5.306231491884974e-16,True,height_function,"{""curvature"": 0.019850359530230503, ""curvature_source"": ""cartesian-ghf"", ""ghf_diagnostic"": ""complete three-column height function"", ""ghf_direction"": ""x"", ""ghf_fit_points"": 0, ""ghf_height_points"": 3, ""ghf_independent_points"": 3, ""ghf_method"": ""height_function"", ""interval_count"": 1, ""objective"": 5.306231491884974e-16, ""optimizer_message"": ""CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH"", ""optimizer_success"": true}"
PLVIRA,PLVIRA,ellipses,3,32,10,17,reconstructed,3.9404286224212175,3.940428622421155,6.261657858885883e-14,0.019953539499111765,0.019866754620319962,8.678487879180269e-05,1.514164089416127e-14,True,height_function,"{""curvature"": 0.019953539499111765, ""curvature_source"": ""cartesian-ghf"", ""ghf_diagnostic"": ""complete three-column height function"", ""ghf_direction"": ""x"", ""ghf_fit_points"": 0, ""ghf_height_points"": 3, ""ghf_independent_points"": 3, ""ghf_method"": ""height_function"", ""interval_count"": 1, ""objective"": 1.514164089416127e-14, ""optimizer_message"": ""CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH"", ""optimizer_success"": true}"
PLVIRA,PLVIRA,ellipses,3,32,10,18,reconstructed,2.0364909434593756,2.0364909434594423,6.661338147750939e-14,0.02051460316060609,0.02041171764027761,0.0001028855203284787,1.516343589667807e-08,True,height_function,"{""curvature"": 0.02051460316060609, ""curvature_source"": ""cartesian-ghf"", ""ghf_diagnostic"": ""complete three-column height function"", ""ghf_direction"": ""x"", ""ghf_fit_points"": 0, ""ghf_height_points"": 3, ""ghf_independent_points"": 3, ""ghf_method"": ""height_function"", ""interval_count"": 1, ""objective"": 1.516343589667807e-08, ""optimizer_message"": ""CONVERGENCE: NORM_OF_PROJECTED_GRADIENT_<=_PGTOL"", ""optimizer_success"": true}"
PLVIRA,PLVIRA,ellipses,3,32,10,19,reconstructed,0.14086118288074898,0.1408611828807298,1.917910275039958e-14,0.021614496321832013,0.02104806552664346,0.0005664307951885536,2.397201025664817e-07,True,height_function,"{""curvature"": 0.021614496321832013, ""curvature_source"": ""cartesian-ghf"", ""ghf_diagnostic"": ""complete three-column height function"", ""ghf_direction"": ""x"", ""ghf_fit_points"": 0, ""ghf_height_points"": 3, ""ghf_independent_points"": 3, ""ghf_method"": ""height_function"", ""interval_count"": 1, ""objective"": 2.397201025664817e-07, ""optimizer_message"": ""CONVERGENCE: NORM_OF_PROJECTED_GRADIENT_<=_PGTOL"", ""optimizer_success"": true}"
PLVIRA,PLVIRA,ellipses,3,32,11,8,reconstructed,0.31732398901074826,0.317323989010748,2.7755575615628914e-16,0.052144858503453906,0.0446472170198295,0.007497641483624404,0.0001285984971329769,True,height_function,"{""curvature"": 0.052144858503453906, ""curvature_source"": ""cartesian-ghf"", ""ghf_diagnostic"": ""complete three-column height function"", ""ghf_direction"": ""x"", ""ghf_fit_points"": 0, ""ghf_height_points"": 3, ""ghf_independent_points"": 3, ""ghf_method"": ""height_function"", ""interval_count"": 1, ""objective"": 0.0001285984971329769, ""optimizer_message"": ""CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH"", ""optimizer_success"": true}"
PLVIRA,PLVIRA,ellipses,3,32,11,9,reconstructed,4.541217101589774,4.54121710158977,4.440892098500626e-15,0.03928627330179044,0.038237452924206376,0.001048820377584067,5.3728099535827684e-06,True,height_function,"{""curvature"": 0.03928627330179044, ""curvature_source"": ""cartesian-ghf"", ""ghf_diagnostic"": ""complete three-column height function"", ""ghf_direction"": ""x"", ""ghf_fit_points"": 0, ""ghf_height_points"": 3, ""ghf_independent_points"": 3, ""ghf_method"": ""height_function"", ""interval_count"": 1, ""objective"": 5.3728099535827684e-06, ""optimizer_message"": ""CONVERGENCE: NORM_OF_PROJECTED_GRADIENT_<=_PGTOL"", ""optimizer_success"": true}"
PLVIRA,PLVIRA,ellipses,3,32,11,10,reconstructed,8.652422046319955,8.652422046319991,3.552713678800501e-14,0.03202209834790535,0.032061208011490816,3.91096635854668e-05,3.8243668874923815e-07,True,height_function,"{""curvature"": 0.03202209834790535, ""curvature_source"": ""cartesian-ghf"", ""ghf_diagnostic"": ""complete three-column height function"", ""ghf_direction"": ""x"", ""ghf_fit_points"": 0, ""ghf_height_points"": 3, ""ghf_independent_points"": 3, ""ghf_method"": ""height_function"", ""interval_count"": 1, ""objective"": 3.8243668874923815e-07, ""optimizer_message"": ""CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH"", ""optimizer_success"": true}"
PLVIRA,PLVIRA,ellipses,3,32,11,19,reconstructed,9.081116135133149,9.08111613513313,1.9539925233402755e-14,0.021614496321832013,0.021706258392148556,9.176207031654296e-05,5.868205720836734e-08,True,height_function,"{""curvature"": 0.021614496321832013, ""curvature_source"": ""cartesian-ghf"", ""ghf_diagnostic"": ""complete three-column height function"", ""ghf_direction"": ""x"", ""ghf_fit_points"": 0, ""ghf_height_points"": 3, ""ghf_independent_points"": 3, ""ghf_method"": ""height_function"", ""interval_count"": 1, ""objective"": 5.868205720836734e-08, ""optimizer_message"": ""CONVERGENCE: NORM_OF_PROJECTED_GRADIENT_<=_PGTOL"", ""optimizer_success"": true}"
PLVIRA,PLVIRA,ellipses,3,32,11,20,reconstructed,5.889495107641111,5.889495107641148,3.6415315207705135e-14,0.023421961284394447,0.023222119829607944,0.0001998414547865028,2.9957851231144633e-07,True,height_function,"{""curvature"": 0.023421961284394447, ""curvature_source"": ""cartesian-ghf"", ""ghf_diagnostic"": ""complete three-column height function"", ""ghf_direction"": ""x"", ""ghf_fit_points"": 0, ""ghf_height_points"": 3, ""ghf_independent_points"": 3, ""ghf_method"": ""height_function"", ""interval_count"": 1, ""objective"": 2.9957851231144633e-07, ""optimizer_message"": ""CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH"", ""optimizer_success"": true}"
PLVIRA,PLVIRA,ellipses,3,32,11,21,reconstructed,1.7334681421910825,1.7334681421910794,3.1086244689504383e-15,0.02626636473154451,0.025680576986391385,0.000585787745153124,1.2572709155891986e-07,True,height_function,"{""curvature"": 0.02626636473154451, ""curvature_source"": ""cartesian-ghf"", ""ghf_diagnostic"": ""complete three-column height function"", ""ghf_direction"": ""x"", ""ghf_fit_points"": 0, ""ghf_height_points"": 3, ""ghf_independent_points"": 3, ""ghf_method"": ""height_function"", ""interval_count"": 1, ""objective"": 1.2572709155891986e-07, ""optimizer_message"": ""CONVERGENCE: NORM_OF_PROJECTED_GRADIENT_<=_PGTOL"", ""optimizer_success"": true}"
PLVIRA,PLVIRA,ellipses,3,32,12,7,reconstructed,1.153650817976774,1.1536508179767735,4.440892098500626e-16,0.054989425955252975,0.06177400758053409,0.006784581625281116,0.00022715020453296562,True,height_function,"{""curvature"": 0.054989425955252975, ""curvature_source"": ""cartesian-ghf"", ""ghf_diagnostic"": ""complete three-column height function"", ""ghf_direction"": ""y"", ""ghf_fit_points"": 0, ""ghf_height_points"": 3, ""ghf_independent_points"": 3, ""ghf_method"": ""height_function"", ""interval_count"": 1, ""objective"": 0.00022715020453296562, ""optimizer_message"": ""CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH"", ""optimizer_success"": true}"
PLVIRA,PLVIRA,ellipses,3,32,12,8,reconstructed,8.11043435936989,8.11043435936989,0.0,0.052144858503453906,0.0514731266172474,0.0006717318862065058,8.737711499838454e-05,True,height_function,"{""curvature"": 0.052144858503453906, ""curvature_source"": ""cartesian-ghf"", ""ghf_diagnostic"": ""complete three-column height function"", ""ghf_direction"": ""x"", ""ghf_fit_points"": 0, ""ghf_height_points"": 3, ""ghf_independent_points"": 3, ""ghf_method"": ""height_function"", ""interval_count"": 1, ""objective"": 8.737711499838454e-05, ""optimizer_message"": ""CONVERGENCE: NORM_OF_PROJECTED_GRADIENT_<=_PGTOL"", ""optimizer_success"": true}"
PLVIRA,PLVIRA,ellipses,3,32,12,21,reconstructed,9.708531149770572,9.70853114977057,1.7763568394002505e-15,0.02626636473154451,0.027481554295849607,0.0012151895643050976,3.394551874794237e-06,True,height_function,"{""curvature"": 0.02626636473154451, ""curvature_source"": ""cartesian-ghf"", ""ghf_diagnostic"": ""complete three-column height function"", ""ghf_direction"": ""x"", ""ghf_fit_points"": 0, ""ghf_height_points"": 3, ""ghf_independent_points"": 3, ""ghf_method"": ""height_function"", ""interval_count"": 1, ""objective"": 3.394551874794237e-06, ""optimizer_message"": ""CONVERGENCE: NORM_OF_PROJECTED_GRADIENT_<=_PGTOL"", ""optimizer_success"": true}"
PLVIRA,PLVIRA,ellipses,3,32,12,22,reconstructed,6.124575545616947,6.1245755456169615,1.4210854715202004e-14,0.030833636922812893,0.030188668436411294,0.0006449684864015988,2.936568865139958e-06,True,height_function,"{""curvature"": 0.030833636922812893, ""curvature_source"": ""cartesian-ghf"", ""ghf_diagnostic"": ""complete three-column height function"", ""ghf_direction"": ""x"", ""ghf_fit_points"": 0, ""ghf_height_points"": 3, ""ghf_independent_points"": 3, ""ghf_method"": ""height_function"", ""interval_count"": 1, ""objective"": 2.936568865139958e-06, ""optimizer_message"": ""CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH"", ""optimizer_success"": true}"
PLVIRA,PLVIRA,ellipses,3,32,12,23,reconstructed,0.6411329080154997,0.6411329080154891,1.0658141036401503e-14,0.038886003828592926,0.03467718928640362,0.0042088145421893056,5.725462605574566e-05,True,height_function,"{""curvature"": 0.038886003828592926, ""curvature_source"": ""cartesian-ghf"", ""ghf_diagnostic"": ""complete three-column height function"", ""ghf_direction"": ""x"", ""ghf_fit_points"": 0, ""ghf_height_points"": 3, ""ghf_independent_points"": 3, ""ghf_method"": ""height_function"", ""interval_count"": 1, ""objective"": 5.725462605574566e-05, ""optimizer_message"": ""CONVERGENCE: NORM_OF_PROJECTED_GRADIENT_<=_PGTOL"", ""optimizer_success"": true}"
PLVIRA,PLVIRA,ellipses,3,32,13,6,reconstructed,0.1578469015415751,0.15784690154157632,1.2212453270876722e-15,0.07722753747554496,0.08428476856349096,0.007057231087945995,0.00010806757348831102,True,height_function,"{""curvature"": 0.07722753747554496, ""curvature_source"": ""cartesian-ghf"", ""ghf_diagnostic"": ""complete three-column height function"", ""ghf_direction"": ""y"", ""ghf_fit_points"": 0, ""ghf_height_points"": 3, ""ghf_independent_points"": 3, ""ghf_method"": ""height_function"", ""interval_count"": 1, ""objective"": 0.00010806757348831102, ""optimizer_message"": ""CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH"", ""optimizer_success"": true}"
