method,variant,benchmark,case_index,cells_per_side,cell_size,geometry_file,metric_status,native_symmetric_hausdorff,native_reconstruction_to_truth,native_truth_to_reconstruction,geometric_curvature_mean_absolute_error,geometric_curvature_rms_error,geometric_curvature_max_absolute_error,geometric_curvature_relative_l1_error,geometric_curvature_reconstructed_length,geometric_curvature_quadrature_samples
PCIC,bare PCIC (radius adjustment),ellipses,2,64,1.5625,experiments/baselines/results/pcic_project_smoke_20260813_final/geometry/adjust_radius_ellipses_N64_case02.json,complete,0.020636473435504614,0.0029217472487101104,0.020636473435504614,0.000980820732041575,0.0014006315806056574,0.005726942293101181,0.024103769849774512,154.37575257912843,1968
PCIC,bare PCIC (radius adjustment),ellipses,3,64,1.5625,experiments/baselines/results/pcic_project_smoke_20260813_final/geometry/adjust_radius_ellipses_N64_case03.json,complete,0.03657118179255608,0.004474430658160474,0.03657118179255608,0.0011452668349598175,0.001674011132441041,0.008717910642201468,0.027814221428989858,152.48312430671427,1920
PCIC,bare PCIC (radius adjustment),ellipses,4,64,1.5625,experiments/baselines/results/pcic_project_smoke_20260813_final/geometry/adjust_radius_ellipses_N64_case04.json,complete,0.004898715961160179,0.004585029937054088,0.004898715961160179,0.0012011849167948778,0.0019748555532431073,0.011504374696720235,0.028847784334009943,150.85991963696074,1968
PCIC,bare PCIC (radius adjustment),ellipses,0,128,0.78125,experiments/baselines/results/pcic_project_smoke_20260813_final/geometry/adjust_radius_ellipses_N128_case00.json,complete,0.019572639464879336,0.000499970326561407,0.019572639464879336,0.0007518340888506832,0.0010584870503690133,0.004195635801633478,0.0189850028781848,158.58745711592667,4080
PCIC,bare PCIC (radius adjustment),ellipses,1,128,0.78125,experiments/baselines/results/pcic_project_smoke_20260813_final/geometry/adjust_radius_ellipses_N128_case01.json,complete,0.039277131001798596,0.000602201171972514,0.039277131001798596,0.0007603623131737208,0.0011432486536327466,0.00998885663053823,0.018929278065184168,156.29645618311602,3952
PCIC,bare PCIC (radius adjustment),ellipses,2,128,0.78125,experiments/baselines/results/pcic_project_smoke_20260813_final/geometry/adjust_radius_ellipses_N128_case02.json,complete,0.0006309270866808481,0.0006309270866808481,0.0005932755814039292,0.0007283410150113965,0.0010462151493570997,0.004697608645661724,0.017899270590477634,154.41078942221785,3968
PCIC,bare PCIC (radius adjustment),ellipses,3,128,0.78125,experiments/baselines/results/pcic_project_smoke_20260813_final/geometry/adjust_radius_ellipses_N128_case03.json,complete,0.0365869322025717,0.000729553807560969,0.0365869322025717,0.0008544635099182536,0.0012230450714542742,0.006198875074082788,0.02075518360302408,152.26331891689537,3744
PCIC,bare PCIC (radius adjustment),ellipses,4,128,0.78125,experiments/baselines/results/pcic_project_smoke_20260813_final/geometry/adjust_radius_ellipses_N128_case04.json,complete,0.025084091512482292,0.0004643067291384491,0.025084091512482292,0.0007247830554298034,0.0010217511831418123,0.004184756267523557,0.017410363325302356,150.72046501627386,3856
PCIC,bare PCIC (radius adjustment),lines,0,32,3.125,experiments/baselines/results/pcic_project_smoke_20260813_final/geometry/adjust_radius_lines_N32_case00.json,complete,9.375,2.842241997313977e-10,9.375,,,,,,0
PCIC,bare PCIC (radius adjustment),lines,1,32,3.125,experiments/baselines/results/pcic_project_smoke_20260813_final/geometry/adjust_radius_lines_N32_case01.json,complete,9.679025765050651,0.0018814439939112697,9.679025765050651,,,,,,0
PCIC,bare PCIC (radius adjustment),lines,2,32,3.125,experiments/baselines/results/pcic_project_smoke_20260813_final/geometry/adjust_radius_lines_N32_case02.json,complete,10.69831977448161,0.00041465328332860007,10.69831977448161,,,,,,0
PCIC,bare PCIC (radius adjustment),lines,3,32,3.125,experiments/baselines/results/pcic_project_smoke_20260813_final/geometry/adjust_radius_lines_N32_case03.json,complete,12.860627072617268,0.000560710326291219,12.860627072617268,,,,,,0
PCIC,bare PCIC (radius adjustment),lines,4,32,3.125,experiments/baselines/results/pcic_project_smoke_20260813_final/geometry/adjust_radius_lines_N32_case04.json,complete,11.103478835876718,0.00018044963658743097,11.103478835876718,,,,,,0
PCIC,bare PCIC (radius adjustment),lines,0,64,1.5625,experiments/baselines/results/pcic_project_smoke_20260813_final/geometry/adjust_radius_lines_N64_case00.json,complete,4.687500000000014,8.037659426918253e-11,4.687500000000014,,,,,,0
PCIC,bare PCIC (radius adjustment),lines,1,64,1.5625,experiments/baselines/results/pcic_project_smoke_20260813_final/geometry/adjust_radius_lines_N64_case01.json,complete,4.839558440919031,0.00023398314820956528,4.839558440919031,,,,,,0
PCIC,bare PCIC (radius adjustment),lines,2,64,1.5625,experiments/baselines/results/pcic_project_smoke_20260813_final/geometry/adjust_radius_lines_N64_case02.json,complete,5.349170176742776,0.0006164895787086321,5.349170176742776,,,,,,0
PCIC,bare PCIC (radius adjustment),lines,3,64,1.5625,experiments/baselines/results/pcic_project_smoke_20260813_final/geometry/adjust_radius_lines_N64_case03.json,complete,6.4303124012646915,0.0002993680650148451,6.4303124012646915,,,,,,0
PCIC,bare PCIC (radius adjustment),lines,4,64,1.5625,experiments/baselines/results/pcic_project_smoke_20260813_final/geometry/adjust_radius_lines_N64_case04.json,complete,5.551745444838585,0.00011049600364686103,5.551745444838585,,,,,,0
PCIC,bare PCIC (radius adjustment),lines,0,128,0.78125,experiments/baselines/results/pcic_project_smoke_20260813_final/geometry/adjust_radius_lines_N128_case00.json,complete,2.34375,1.2882139799330616e-11,2.34375,,,,,,0
PCIC,bare PCIC (radius adjustment),lines,1,128,0.78125,experiments/baselines/results/pcic_project_smoke_20260813_final/geometry/adjust_radius_lines_N128_case01.json,complete,2.4197781290517817,0.00016236369466343477,2.4197781290517817,,,,,,0
PCIC,bare PCIC (radius adjustment),lines,2,128,0.78125,experiments/baselines/results/pcic_project_smoke_20260813_final/geometry/adjust_radius_lines_N128_case02.json,complete,2.6745852864884645,0.0003090997359481328,2.6745852864884645,,,,,,0
PCIC,bare PCIC (radius adjustment),lines,3,128,0.78125,experiments/baselines/results/pcic_project_smoke_20260813_final/geometry/adjust_radius_lines_N128_case03.json,complete,3.215157319308762,0.00018403763644423305,3.215157319308762,,,,,,0
PCIC,bare PCIC (radius adjustment),lines,4,128,0.78125,experiments/baselines/results/pcic_project_smoke_20260813_final/geometry/adjust_radius_lines_N128_case04.json,complete,2.7758812132089883,5.4238840409573785e-05,2.7758812132089883,,,,,,0
PCIC,bare PCIC (radius adjustment),squares,0,32,3.125,experiments/baselines/results/pcic_project_smoke_20260813_final/geometry/adjust_radius_squares_N32_case00.json,complete,6.471403325882803,0.43038540074153714,6.471403325882803,,,,,,0
PCIC,bare PCIC (radius adjustment),squares,1,32,3.125,experiments/baselines/results/pcic_project_smoke_20260813_final/geometry/adjust_radius_squares_N32_case01.json,no active reconstructed geometry,,,,,,,,,0
PCIC,bare PCIC (radius adjustment),squares,2,32,3.125,experiments/baselines/results/pcic_project_smoke_20260813_final/geometry/adjust_radius_squares_N32_case02.json,complete,4.692615339915952,0.2519314542042425,4.692615339915952,,,,,,0
PCIC,bare PCIC (radius adjustment),squares,3,32,3.125,experiments/baselines/results/pcic_project_smoke_20260813_final/geometry/adjust_radius_squares_N32_case03.json,complete,4.2597984500700745,0.3555581136995246,4.2597984500700745,,,,,,0
PCIC,bare PCIC (radius adjustment),squares,4,32,3.125,experiments/baselines/results/pcic_project_smoke_20260813_final/geometry/adjust_radius_squares_N32_case04.json,complete,4.152125889456635,0.8224432800806143,4.152125889456635,,,,,,0
PCIC,bare PCIC (radius adjustment),squares,0,64,1.5625,experiments/baselines/results/pcic_project_smoke_20260813_final/geometry/adjust_radius_squares_N64_case00.json,complete,2.182276759651501,0.12053663783316446,2.182276759651501,,,,,,0
PCIC,bare PCIC (radius adjustment),squares,1,64,1.5625,experiments/baselines/results/pcic_project_smoke_20260813_final/geometry/adjust_radius_squares_N64_case01.json,complete,2.620238539309304,0.10946865007510273,2.620238539309304,,,,,,0
PCIC,bare PCIC (radius adjustment),squares,2,64,1.5625,experiments/baselines/results/pcic_project_smoke_20260813_final/geometry/adjust_radius_squares_N64_case02.json,complete,2.364530544175883,0.09202568627293639,2.364530544175883,,,,,,0
PCIC,bare PCIC (radius adjustment),squares,3,64,1.5625,experiments/baselines/results/pcic_project_smoke_20260813_final/geometry/adjust_radius_squares_N64_case03.json,complete,2.707647186862496,0.1861012807207335,2.707647186862496,,,,,,0
PCIC,bare PCIC (radius adjustment),squares,4,64,1.5625,experiments/baselines/results/pcic_project_smoke_20260813_final/geometry/adjust_radius_squares_N64_case04.json,complete,1.704132736044744,0.5639862258168208,1.704132736044744,,,,,,0
PCIC,bare PCIC (radius adjustment),squares,0,128,0.78125,experiments/baselines/results/pcic_project_smoke_20260813_final/geometry/adjust_radius_squares_N128_case00.json,complete,1.134021026713272,0.045353004829350924,1.134021026713272,,,,,,0
PCIC,bare PCIC (radius adjustment),squares,1,128,0.78125,experiments/baselines/results/pcic_project_smoke_20260813_final/geometry/adjust_radius_squares_N128_case01.json,complete,1.067348965461958,0.041760285601057524,1.067348965461958,,,,,,0
PCIC,bare PCIC (radius adjustment),squares,2,128,0.78125,experiments/baselines/results/pcic_project_smoke_20260813_final/geometry/adjust_radius_squares_N128_case02.json,complete,0.6895857216100986,0.06294858115208822,0.6895857216100986,,,,,,0
PCIC,bare PCIC (radius adjustment),squares,3,128,0.78125,experiments/baselines/results/pcic_project_smoke_20260813_final/geometry/adjust_radius_squares_N128_case03.json,complete,1.1310342184518396,0.04041378674165851,1.1310342184518396,,,,,,0
PCIC,bare PCIC (radius adjustment),squares,4,128,0.78125,experiments/baselines/results/pcic_project_smoke_20260813_final/geometry/adjust_radius_squares_N128_case04.json,complete,1.1493492825897307,0.17948118486215245,1.1493492825897307,,,,,,0
PCIC,bare PCIC (radius adjustment),zalesak,0,32,3.125,experiments/baselines/results/pcic_project_smoke_20260813_final/geometry/adjust_radius_zalesak_N32_case00.json,complete,7.234430829274299,0.2615521129485408,7.234430829274299,,,,,,0
PCIC,bare PCIC (radius adjustment),zalesak,1,32,3.125,experiments/baselines/results/pcic_project_smoke_20260813_final/geometry/adjust_radius_zalesak_N32_case01.json,complete,5.906757530068328,1.731740968735773,5.906757530068328,,,,,,0
PCIC,bare PCIC (radius adjustment),zalesak,2,32,3.125,experiments/baselines/results/pcic_project_smoke_20260813_final/geometry/adjust_radius_zalesak_N32_case02.json,complete,8.40611507237735,0.15916118445126165,8.40611507237735,,,,,,0
PCIC,bare PCIC (radius adjustment),zalesak,3,32,3.125,experiments/baselines/results/pcic_project_smoke_20260813_final/geometry/adjust_radius_zalesak_N32_case03.json,complete,7.611687194475199,0.5857729975157243,7.611687194475199,,,,,,0
PCIC,bare PCIC (radius adjustment),zalesak,4,32,3.125,experiments/baselines/results/pcic_project_smoke_20260813_final/geometry/adjust_radius_zalesak_N32_case04.json,complete,8.435167312997889,0.1274891884753882,8.435167312997889,,,,,,0
PCIC,bare PCIC (radius adjustment),zalesak,0,64,1.5625,experiments/baselines/results/pcic_project_smoke_20260813_final/geometry/adjust_radius_zalesak_N64_case00.json,complete,3.313698787152222,0.06391603040643412,3.313698787152222,,,,,,0
PCIC,bare PCIC (radius adjustment),zalesak,1,64,1.5625,experiments/baselines/results/pcic_project_smoke_20260813_final/geometry/adjust_radius_zalesak_N64_case01.json,complete,1.4670825212783885,0.11073971140790966,1.4670825212783885,,,,,,0
PCIC,bare PCIC (radius adjustment),zalesak,2,64,1.5625,experiments/baselines/results/pcic_project_smoke_20260813_final/geometry/adjust_radius_zalesak_N64_case02.json,complete,2.5535312515240203,0.29616637585109623,2.5535312515240203,,,,,,0
PCIC,bare PCIC (radius adjustment),zalesak,3,64,1.5625,experiments/baselines/results/pcic_project_smoke_20260813_final/geometry/adjust_radius_zalesak_N64_case03.json,complete,2.2130970399380954,0.10638100855802303,2.2130970399380954,,,,,,0
PCIC,bare PCIC (radius adjustment),zalesak,4,64,1.5625,experiments/baselines/results/pcic_project_smoke_20260813_final/geometry/adjust_radius_zalesak_N64_case04.json,complete,2.951116573864917,0.31547307040500977,2.951116573864917,,,,,,0
PCIC,bare PCIC (radius adjustment),zalesak,0,128,0.78125,experiments/baselines/results/pcic_project_smoke_20260813_final/geometry/adjust_radius_zalesak_N128_case00.json,complete,1.3672289338861572,0.030432532255554128,1.3672289338861572,,,,,,0
PCIC,bare PCIC (radius adjustment),zalesak,1,128,0.78125,experiments/baselines/results/pcic_project_smoke_20260813_final/geometry/adjust_radius_zalesak_N128_case01.json,complete,1.2987436997163375,0.09443400646486011,1.2987436997163375,,,,,,0
PCIC,bare PCIC (radius adjustment),zalesak,2,128,0.78125,experiments/baselines/results/pcic_project_smoke_20260813_final/geometry/adjust_radius_zalesak_N128_case02.json,complete,1.1225364165272143,0.11021172490363866,1.1225364165272143,,,,,,0
PCIC,bare PCIC (radius adjustment),zalesak,3,128,0.78125,experiments/baselines/results/pcic_project_smoke_20260813_final/geometry/adjust_radius_zalesak_N128_case03.json,complete,1.4112350889446255,0.058152687226923856,1.4112350889446255,,,,,,0
PCIC,bare PCIC (radius adjustment),zalesak,4,128,0.78125,experiments/baselines/results/pcic_project_smoke_20260813_final/geometry/adjust_radius_zalesak_N128_case04.json,complete,0.808305968198859,0.25635832133327907,0.808305968198859,,,,,,0
PLVIRA,PLVIRA,circles,0,32,3.125,experiments/baselines/results/plvira_project_smoke_20260813_final/geometry/circles_N32_case00.json,complete,0.1360617604551244,0.1360617604551244,0.10009015686083708,0.013747370494152571,0.03366243815947879,0.1,0.13747370494152583,62.82850782867408,384
PLVIRA,PLVIRA,circles,1,32,3.125,experiments/baselines/results/plvira_project_smoke_20260813_final/geometry/circles_N32_case01.json,complete,0.1540763054816354,0.1540763054816354,0.11094193934406549,0.017222700931835724,0.037843280155237025,0.1,0.17222700931835708,63.210954858637756,416
PLVIRA,PLVIRA,circles,2,32,3.125,experiments/baselines/results/plvira_project_smoke_20260813_final/geometry/circles_N32_case02.json,complete,0.14609195355108057,0.14609195355108057,0.10657183277714072,0.011892593993237307,0.02949208994422745,0.1,0.11892593993237309,63.00466046590059,416
PLVIRA,PLVIRA,circles,3,32,3.125,experiments/baselines/results/plvira_project_smoke_20260813_final/geometry/circles_N32_case03.json,complete,0.10307178754007786,0.10307178754007786,0.07924893562101626,0.014472865808368837,0.03431700372968068,0.1,0.14472865808368826,62.96545027620013,448
PLVIRA,PLVIRA,circles,4,32,3.125,experiments/baselines/results/plvira_project_smoke_20260813_final/geometry/circles_N32_case04.json,complete,0.127630632999725,0.127630632999725,0.09305590878737996,0.01990196638193433,0.041764767321034166,0.1,0.19901966381934336,63.300887995225324,448
PLVIRA,PLVIRA,circles,0,64,1.5625,experiments/baselines/results/plvira_project_smoke_20260813_final/geometry/circles_N64_case00.json,complete,0.0013661826668244618,0.0013661826668244618,0.0013056309735873775,0.0019974405081771857,0.010669747304155793,0.1,0.019974405081771857,62.82548746858309,800
PLVIRA,PLVIRA,circles,1,64,1.5625,experiments/baselines/results/plvira_project_smoke_20260813_final/geometry/circles_N64_case01.json,complete,0.0005555515799497432,0.0004809128156753323,0.0005555515799497432,0.000983350066262626,0.0011134949093028112,0.0025081494460322123,0.009833500662626268,62.83224758426215,800
PLVIRA,PLVIRA,circles,2,64,1.5625,experiments/baselines/results/plvira_project_smoke_20260813_final/geometry/circles_N64_case02.json,complete,0.0006241813425849438,0.0005506001067530994,0.0006241813425849438,0.0009549650394753777,0.0010915435675311839,0.0030053783722268496,0.00954965039475379,62.83424874794494,800
PLVIRA,PLVIRA,circles,3,64,1.5625,experiments/baselines/results/plvira_project_smoke_20260813_final/geometry/circles_N64_case03.json,complete,0.0006798772538795655,0.0006734580340248186,0.0006798772538795655,0.0009432107156100634,0.0010833567480526619,0.003664166231052257,0.009432107156100643,62.832279721778065,832
PLVIRA,PLVIRA,circles,4,64,1.5625,experiments/baselines/results/plvira_project_smoke_20260813_final/geometry/circles_N64_case04.json,complete,0.0005929059150534067,0.0005929059150534067,0.0005919177250768156,0.0009589320151571499,0.0010930524409434278,0.002973794915702724,0.009589320151571493,62.837056840376874,832
PLVIRA,PLVIRA,circles,0,128,0.78125,experiments/baselines/results/plvira_project_smoke_20260813_final/geometry/circles_N128_case00.json,complete,5.8943035424654605e-05,3.435073565275597e-05,5.8943035424654605e-05,0.00021945369696333634,0.00024223075641088086,0.0005106487942699717,0.002194536969633359,62.83144712335749,1632
PLVIRA,PLVIRA,circles,1,128,0.78125,experiments/baselines/results/plvira_project_smoke_20260813_final/geometry/circles_N128_case01.json,complete,4.416281285526404e-05,4.322239676993145e-05,4.416281285526404e-05,0.00021702624269443125,0.00023965463976199233,0.0005196841624114101,0.0021702624269443103,62.831662013459244,1600
PLVIRA,PLVIRA,circles,2,128,0.78125,experiments/baselines/results/plvira_project_smoke_20260813_final/geometry/circles_N128_case02.json,complete,3.618065834594478e-05,3.171728415764087e-05,3.618065834594478e-05,0.00022679393125423321,0.00025001355501354385,0.00048011112068076234,0.0022679393125423267,62.83186399088837,1632
PLVIRA,PLVIRA,circles,3,128,0.78125,experiments/baselines/results/plvira_project_smoke_20260813_final/geometry/circles_N128_case03.json,complete,4.322640654351093e-05,4.2651757221216396e-05,4.322640654351093e-05,0.00022267881975554597,0.0002452330709633,0.0004938384161234655,0.0022267881975554593,62.83214973026785,1664
PLVIRA,PLVIRA,circles,4,128,0.78125,experiments/baselines/results/plvira_project_smoke_20260813_final/geometry/circles_N128_case04.json,complete,0.00015425389629951172,3.8653469363681504e-05,0.00015425389629951172,0.0002255321890947749,0.0002479278517356067,0.00048242503226170186,0.0022553218909477503,62.83135305600683,1664
PLVIRA,PLVIRA,ellipses,0,32,3.125,experiments/baselines/results/plvira_project_smoke_20260813_final/geometry/ellipses_N32_case00.json,complete,0.2722273913600205,0.2722273913600205,0.15977579819186566,0.020472160436891103,0.0340810114957168,0.1335047888231933,0.5153675245042715,159.23667932896484,1024
PLVIRA,PLVIRA,ellipses,1,32,3.125,experiments/baselines/results/plvira_project_smoke_20260813_final/geometry/ellipses_N32_case01.json,complete,0.11072605209334685,0.11072605209334685,0.09268384730451902,0.00412008289238132,0.013930689919685426,0.08058766745855853,0.10257272151260892,156.40512861103875,992
PLVIRA,PLVIRA,ellipses,2,32,3.125,experiments/baselines/results/plvira_project_smoke_20260813_final/geometry/ellipses_N32_case02.json,complete,0.09343420032061504,0.09343420032061504,0.050897616001336035,0.008842847927778274,0.01766857278700093,0.08801797766113498,0.21720009766990198,154.40844786033958,992
PLVIRA,PLVIRA,ellipses,3,32,3.125,experiments/baselines/results/plvira_project_smoke_20260813_final/geometry/ellipses_N32_case03.json,complete,0.025872561567986008,0.025872561567986008,0.02552544689997163,0.0018861913060492959,0.0029349487599135632,0.012888950376913927,0.04578181810834741,152.59748834134533,960
PLVIRA,PLVIRA,ellipses,4,32,3.125,experiments/baselines/results/plvira_project_smoke_20260813_final/geometry/ellipses_N32_case04.json,complete,0.135449551856483,0.10371028483346341,0.135449551856483,0.017754417008115465,0.027917420801117882,0.10188034102266047,0.4267695110257668,150.7861134114529,992
PLVIRA,PLVIRA,ellipses,0,64,1.5625,experiments/baselines/results/plvira_project_smoke_20260813_final/geometry/ellipses_N64_case00.json,complete,0.10647315683082803,0.10647315683082803,0.07465233868976351,0.017453996799899528,0.06976728367715693,0.42102167975179355,0.44078110165596296,158.7523219922115,2048
PLVIRA,PLVIRA,ellipses,1,64,1.5625,experiments/baselines/results/plvira_project_smoke_20260813_final/geometry/ellipses_N64_case01.json,complete,0.09518314250747807,0.09518314250747807,0.0481277999373212,0.0063004619700402185,0.03665293919175495,0.30731532461240096,0.15686667707598764,156.4861295646623,2016
PLVIRA,PLVIRA,ellipses,2,64,1.5625,experiments/baselines/results/plvira_project_smoke_20260813_final/geometry/ellipses_N64_case02.json,complete,0.11686330357046128,0.11686330357046128,0.07731221265591894,0.02332229118113327,0.05947132972634989,0.32397476273096865,0.5733848626802401,154.371857735683,1984
PLVIRA,PLVIRA,ellipses,3,64,1.5625,experiments/baselines/results/plvira_project_smoke_20260813_final/geometry/ellipses_N64_case03.json,complete,0.016955741932143577,0.016955741932143577,0.015447563366150541,0.002260156583248544,0.009336480218045564,0.08255592951066415,0.05487757193978072,152.56556822309443,1952
PLVIRA,PLVIRA,ellipses,4,64,1.5625,experiments/baselines/results/plvira_project_smoke_20260813_final/geometry/ellipses_N64_case04.json,complete,0.05100540357054508,0.05100540357054508,0.020044657957820743,0.002572494528354532,0.012617635001568324,0.11815243374389829,0.06177510374903669,150.88166486480054,1984
PLVIRA,PLVIRA,ellipses,0,128,0.78125,experiments/baselines/results/plvira_project_smoke_20260813_final/geometry/ellipses_N128_case00.json,complete,0.014424392874878778,0.014424392874878778,0.0071156156304980275,0.003055471556951052,0.015088095243235839,0.13630163290731223,0.07715271120502912,158.66066670036406,4128
PLVIRA,PLVIRA,ellipses,1,128,0.78125,experiments/baselines/results/plvira_project_smoke_20260813_final/geometry/ellipses_N128_case01.json,complete,0.02431595968602401,0.02431595968602401,0.01001939246270971,0.0049621394912797824,0.02693850687644809,0.3354042647864146,0.12354598959032083,156.43831050105166,4032
PLVIRA,PLVIRA,ellipses,2,128,0.78125,experiments/baselines/results/plvira_project_smoke_20260813_final/geometry/ellipses_N128_case02.json,complete,0.05057090511294996,0.05057090511294996,0.02507205159941476,0.018169454084746538,0.08846527444595459,0.7656827324031173,0.44648572159141586,154.4637408324458,3968
PLVIRA,PLVIRA,ellipses,3,128,0.78125,experiments/baselines/results/plvira_project_smoke_20260813_final/geometry/ellipses_N128_case03.json,complete,0.05028959798830136,0.05028959798830136,0.023927850006318887,0.010553689230162432,0.07698121092325552,0.745541719969259,0.2562096096628676,152.5945632405298,3904
PLVIRA,PLVIRA,ellipses,4,128,0.78125,experiments/baselines/results/plvira_project_smoke_20260813_final/geometry/ellipses_N128_case04.json,complete,0.06643940275446843,0.06643940275446843,0.036721584408613804,0.026558337642805522,0.12754922769760846,1.114264395186911,0.6375961268064275,150.94806515432583,3968
PLVIRA,PLVIRA,lines,0,32,3.125,experiments/baselines/results/plvira_project_smoke_20260813_final/geometry/lines_N32_case00.json,complete,3.125,2.207261867256572e-13,3.125,,,,,,0
PLVIRA,PLVIRA,lines,1,32,3.125,experiments/baselines/results/plvira_project_smoke_20260813_final/geometry/lines_N32_case01.json,complete,3.2263620981796817,8.29560452643581e-08,3.2263620981796817,,,,,,0
PLVIRA,PLVIRA,lines,2,32,3.125,experiments/baselines/results/plvira_project_smoke_20260813_final/geometry/lines_N32_case02.json,complete,3.566103140141746,4.469539323295609e-07,3.566103140141746,,,,,,0
PLVIRA,PLVIRA,lines,3,32,3.125,experiments/baselines/results/plvira_project_smoke_20260813_final/geometry/lines_N32_case03.json,complete,8.573757175558342,9.760250721129448e-08,8.573757175558342,,,,,,0
PLVIRA,PLVIRA,lines,4,32,3.125,experiments/baselines/results/plvira_project_smoke_20260813_final/geometry/lines_N32_case04.json,complete,3.701168596734466,7.732151297600816e-07,3.701168596734466,,,,,,0
PLVIRA,PLVIRA,lines,0,64,1.5625,experiments/baselines/results/plvira_project_smoke_20260813_final/geometry/lines_N64_case00.json,complete,1.5625,5.330964962099271e-13,1.5625,,,,,,0
PLVIRA,PLVIRA,lines,1,64,1.5625,experiments/baselines/results/plvira_project_smoke_20260813_final/geometry/lines_N64_case01.json,complete,1.6131810490865452,9.414652443877642e-08,1.6131810490865452,,,,,,0
PLVIRA,PLVIRA,lines,2,64,1.5625,experiments/baselines/results/plvira_project_smoke_20260813_final/geometry/lines_N64_case02.json,complete,1.7830515680930425,1.5287753956139453e-07,1.7830515680930425,,,,,,0
PLVIRA,PLVIRA,lines,3,64,1.5625,experiments/baselines/results/plvira_project_smoke_20260813_final/geometry/lines_N64_case03.json,complete,2.1434392938705304,9.778029671655224e-07,2.1434392938705304,,,,,,0
PLVIRA,PLVIRA,lines,4,64,1.5625,experiments/baselines/results/plvira_project_smoke_20260813_final/geometry/lines_N64_case04.json,complete,1.8505842987660952,2.783854516772732e-07,1.8505842987660952,,,,,,0
PLVIRA,PLVIRA,lines,0,128,0.78125,experiments/baselines/results/plvira_project_smoke_20260813_final/geometry/lines_N128_case00.json,complete,0.78125,5.259936279833752e-13,0.78125,,,,,,0
PLVIRA,PLVIRA,lines,1,128,0.78125,experiments/baselines/results/plvira_project_smoke_20260813_final/geometry/lines_N128_case01.json,complete,0.806590524544574,5.0688545765333663e-08,0.806590524544574,,,,,,0
PLVIRA,PLVIRA,lines,2,128,0.78125,experiments/baselines/results/plvira_project_smoke_20260813_final/geometry/lines_N128_case02.json,complete,0.891525784187717,6.737581518884357e-08,0.891525784187717,,,,,,0
PLVIRA,PLVIRA,lines,3,128,0.78125,experiments/baselines/results/plvira_project_smoke_20260813_final/geometry/lines_N128_case03.json,complete,1.0717196469557189,4.139658744377519e-06,1.0717196469557189,,,,,,0
PLVIRA,PLVIRA,lines,4,128,0.78125,experiments/baselines/results/plvira_project_smoke_20260813_final/geometry/lines_N128_case04.json,complete,0.9252921482365832,1.8598806385429724e-07,0.9252921482365832,,,,,,0
PLVIRA,PLVIRA,squares,0,32,3.125,experiments/baselines/results/plvira_project_smoke_20260813_final/geometry/squares_N32_case00.json,complete,1.9032904132375936,1.9032904132375936,0.7494208320171902,,,,,,0
PLVIRA,PLVIRA,squares,1,32,3.125,experiments/baselines/results/plvira_project_smoke_20260813_final/geometry/squares_N32_case01.json,complete,1.214180999902171,1.214180999902171,0.888285034380827,,,,,,0
PLVIRA,PLVIRA,squares,2,32,3.125,experiments/baselines/results/plvira_project_smoke_20260813_final/geometry/squares_N32_case02.json,complete,1.3101100473553262,1.3101100473553262,0.8701399089934728,,,,,,0
PLVIRA,PLVIRA,squares,3,32,3.125,experiments/baselines/results/plvira_project_smoke_20260813_final/geometry/squares_N32_case03.json,complete,1.1043381013053433,1.1043381013053433,0.9535689591196689,,,,,,0
PLVIRA,PLVIRA,squares,4,32,3.125,experiments/baselines/results/plvira_project_smoke_20260813_final/geometry/squares_N32_case04.json,complete,0.9363777919786997,0.9363777919786997,0.9138970984704251,,,,,,0
PLVIRA,PLVIRA,squares,0,64,1.5625,experiments/baselines/results/plvira_project_smoke_20260813_final/geometry/squares_N64_case00.json,complete,0.4567712937024489,0.4567712937024489,0.3866148926978409,,,,,,0
PLVIRA,PLVIRA,squares,1,64,1.5625,experiments/baselines/results/plvira_project_smoke_20260813_final/geometry/squares_N64_case01.json,complete,0.7336905335621161,0.7336905335621161,0.4492213952703668,,,,,,0
PLVIRA,PLVIRA,squares,2,64,1.5625,experiments/baselines/results/plvira_project_smoke_20260813_final/geometry/squares_N64_case02.json,complete,0.5247288237963338,0.5247288237963338,0.4188105125835911,,,,,,0
PLVIRA,PLVIRA,squares,3,64,1.5625,experiments/baselines/results/plvira_project_smoke_20260813_final/geometry/squares_N64_case03.json,complete,0.636379498047588,0.636379498047588,0.38711310969526935,,,,,,0
PLVIRA,PLVIRA,squares,4,64,1.5625,experiments/baselines/results/plvira_project_smoke_20260813_final/geometry/squares_N64_case04.json,complete,0.6778545385792784,0.6778545385792784,0.3966523819021209,,,,,,0
PLVIRA,PLVIRA,squares,0,128,0.78125,experiments/baselines/results/plvira_project_smoke_20260813_final/geometry/squares_N128_case00.json,complete,0.24046060938268513,0.24046060938268513,0.18329564942893284,,,,,,0
PLVIRA,PLVIRA,squares,1,128,0.78125,experiments/baselines/results/plvira_project_smoke_20260813_final/geometry/squares_N128_case01.json,complete,0.29110272780487734,0.29110272780487734,0.2525852311663863,,,,,,0
PLVIRA,PLVIRA,squares,2,128,0.78125,experiments/baselines/results/plvira_project_smoke_20260813_final/geometry/squares_N128_case02.json,complete,0.27869115639650777,0.27869115639650777,0.2216241597599851,,,,,,0
