benchmark,sweep,cases,max_update_displacement_median,max_update_displacement_q25,max_update_displacement_q75,max_net_endpoint_displacement_median,max_net_endpoint_displacement_q25,max_net_endpoint_displacement_q75,max_two_sweep_endpoint_displacement_median,max_two_sweep_endpoint_displacement_q25,max_two_sweep_endpoint_displacement_q75,max_c1_mismatch_after_median,max_c1_mismatch_after_q25,max_c1_mismatch_after_q75,max_area_residual_median,max_area_residual_q25,max_area_residual_q75,misses_median,misses_total,root_branch_switches_median,root_branch_switches_total,multiple_root_updates_median,multiple_root_updates_total
circles,14,5,0.00024422427954626236,0.0002131205263218583,0.00028195142821917443,0.0002442242795481775,0.00021312052632538325,0.0002819514282208502,0.0008554773663149717,0.0006817867777542119,0.0020677218898796923,0.0008948164095898935,0.00036507038399455057,0.006033773508609096,3.469446951953614e-18,0.0,2.6020852139652106e-17,2.0,8,0.0,0,18.0,94
circles,15,5,7.140636528752548e-05,3.982175076867531e-05,0.00014825466085523903,7.140636528646382e-05,3.9821750767998765e-05,0.0001482546608571056,0.0003156306448346413,0.00021312052632538325,0.00032177317898884894,0.0003650720984875434,0.00032065064417176266,0.006033773508609096,3.469446951953614e-18,0.0,2.6020852139652106e-17,2.0,9,0.0,0,18.0,94
circles,16,5,1.8287842865408188e-05,5.988981795213011e-06,4.7556265040868406e-05,1.8287842863173864e-05,5.98898179759999e-06,4.755626503794019e-05,8.969420814963769e-05,4.5810732565598755e-05,0.000149591732295562,0.0003650719491206761,8.761034226467377e-05,0.006033773508609096,0.0,0.0,1.734723475976807e-18,3.0,9,0.0,0,18.0,94
circles,17,5,4.643168175638701e-06,9.663643848675796e-07,4.761571203125425e-06,4.643168175277879e-06,9.6636438229325e-07,4.7615712048809655e-06,2.2698439472890186e-05,6.95534617989324e-06,4.763820361119997e-05,0.0003650719677614667,2.1903186124057773e-05,0.006033773508609096,0.0,0.0,2.6020852139652106e-17,3.0,10,0.0,0,18.0,94
circles,18,5,1.366170131189559e-06,1.6827414253683948e-07,5.5008746254262e-06,1.3661701316891595e-06,1.6827414128783857e-07,5.500874628694419e-06,6.009338306967038e-06,1.1346385235810885e-06,1.0262445833575384e-05,0.0003650719598577142,7.804170404862179e-06,0.006033773508609096,0.0,0.0,1.734723475976807e-18,3.0,11,0.0,0,18.0,94
circles,19,5,4.235135523528166e-07,3.156085314967583e-08,1.252699580352179e-06,4.235135548924518e-07,3.156085170985534e-08,1.2526995831763088e-06,1.7501323981150563e-06,1.9983499299769392e-07,6.753574211870728e-06,0.0003650719691262367,3.089248042817796e-06,0.006033773508609096,0.0,0.0,1.734723475976807e-18,3.0,10,0.0,0,18.0,94
circles,20,5,1.3295474773217242e-07,6.297687371592531e-09,2.634804181257666e-07,1.3295474587948775e-07,6.2976894810162776e-09,2.634804161516513e-07,5.444631057116567e-07,3.785854119087162e-08,1.51617999932796e-06,0.0003650719599146091,1.0208045758798305e-06,0.006033773508609096,0.0,0.0,2.6020852139652106e-17,3.0,10,0.0,0,18.0,94
circles,21,5,4.1812968365473324e-08,1.2925837483690472e-09,5.5856957167227383e-08,4.181296731076145e-08,1.2925838177579863e-09,5.585695816989755e-08,1.7313396938334336e-07,7.590273298774264e-09,3.1933737432154885e-07,0.0003650719691262367,3.0563597545768566e-07,0.006033773508609096,0.0,0.0,2.7755575615628914e-17,3.0,11,0.0,0,18.0,94
circles,22,5,1.1944470499486437e-08,2.8120292552835657e-10,1.3231121580303817e-08,1.19444720780848e-08,2.8120439310441725e-10,1.323112286399919e-08,5.504409017476064e-08,1.5737882108624035e-09,6.780143024798235e-08,0.0003650719599146091,8.611261917465645e-08,0.006033773508609096,0.0,0.0,1.734723475976807e-18,3.0,11,0.0,0,18.0,94
circles,23,5,3.097927470108175e-09,6.715513561905695e-11,4.017709255565993e-09,3.097930800777249e-09,6.715339395668707e-11,4.017707055936626e-09,1.460487908389041e-08,3.483577870611043e-10,1.70626961448761e-08,0.0003650719691262367,2.3332257858092735e-08,0.006033773508609096,0.0,0.0,2.7755575615628914e-17,3.0,11,0.0,0,18.0,94
