benchmark,case_index,cells_per_side,sweep,updates,misses,multiple_root_updates,root_branch_switches,max_update_displacement,mean_update_displacement,max_net_endpoint_displacement,max_two_sweep_endpoint_displacement,mean_c1_mismatch_before,max_c1_mismatch_before,mean_c1_mismatch_after,max_c1_mismatch_after,max_area_residual
ellipses,1,64,24,124,2,50,0,2.6070407464773293e-07,5.366589496441606e-09,2.607040698876517e-07,1.871962908239766e-06,1.4112566200064757e-05,0.001773055125189391,1.4091899413386761e-05,0.0017730652488148898,0.0
ellipses,1,64,25,124,2,50,0,5.672865344853034e-05,4.585117471074543e-07,5.6728653447635224e-05,5.6728653447635224e-05,1.4091899413386761e-05,0.0017730652488148898,7.051842183971334e-06,0.0008471042041497477,0.0
ellipses,1,64,26,125,1,50,0,3.280826373578544e-05,3.2198393325713787e-07,3.280826373242007e-05,5.6728653447635224e-05,7.051842183971334e-06,0.0008471042041497477,3.3965884980530245e-06,0.0004018571251477652,0.0
ellipses,1,64,27,126,0,50,0,1.2868580652643236e-05,1.861110925390338e-07,1.2868580654412654e-05,4.037092610076343e-05,3.3965884980530245e-06,0.0004018571251477652,8.652290062479469e-07,9.248057938635735e-05,0.0
ellipses,1,64,28,126,0,50,0,2.967485619037591e-06,4.646032297378852e-08,2.967485613680765e-06,1.583606626809342e-05,8.652290062479469e-07,9.248057938635735e-05,2.3899318973762676e-07,2.1479365681118804e-05,0.0
ellipses,1,64,29,124,2,50,0,1.655150055749656e-07,3.420635034927437e-09,1.655150043688991e-07,2.967485613680765e-06,2.3899318973762676e-07,2.1479365681118804e-05,1.9467661052751378e-07,2.1576188605684962e-05,0.0
ellipses,1,64,30,124,2,50,0,6.908152980862267e-08,1.089129175590194e-09,6.908152982987303e-08,2.3459653419877213e-07,1.9467661052751378e-07,2.1576188605684962e-05,1.7970416596813004e-07,2.1598469875541276e-05,0.0
ellipses,1,64,31,124,2,50,0,1.5859787983775464e-08,2.900286702004388e-10,1.5859789925798395e-08,8.494131975567143e-08,1.7970416596813004e-07,2.1598469875541276e-05,1.7594940646223612e-07,2.1603591138627072e-05,0.0
ellipses,1,64,32,124,2,50,0,3.77351846601523e-09,9.47070924708109e-11,3.77352193936531e-09,1.9633311865163705e-08,1.7594940646223612e-07,2.1603591138627072e-05,1.7492105924854452e-07,2.1604751839366648e-05,0.0
ellipses,1,64,33,124,2,50,0,1.0626064264607216e-09,2.4703108316276782e-11,1.0626024504745146e-09,4.548645904378645e-09,1.7492105924854452e-07,2.1604751839366648e-05,1.746309844166154e-07,2.1605006949180012e-05,0.0
ellipses,1,64,34,124,2,50,0,3.5828173110610817e-10,8.204908867791406e-12,3.582840690796729e-10,1.1334080340930086e-09,1.746309844166154e-07,2.1605006949180012e-05,1.7456933914791172e-07,2.1605133495969152e-05,0.0
ellipses,1,64,35,124,2,50,0,8.958910002743181e-11,1.560428577416412e-12,8.958522812463343e-11,3.700648676385754e-10,1.7456933914791172e-07,2.1605133495969152e-05,1.7457318321869418e-07,2.1605134117644125e-05,0.0
ellipses,1,64,36,124,2,50,0,2.537440743632935e-11,8.154841067233469e-13,2.5373481093993178e-11,1.1471001926111057e-10,1.7457318321869418e-07,2.1605134117644125e-05,1.7457191632732315e-07,2.1605134117644125e-05,0.0
ellipses,1,64,37,124,2,50,0,2.063522963613451e-11,3.230967503371225e-13,2.063416104647331e-11,3.299760464869905e-11,1.7457191632732315e-07,2.1605134117644125e-05,1.7457305643690875e-07,2.1605134117644125e-05,0.0
ellipses,1,64,38,124,2,50,0,2.0629158103968592e-11,2.676999649479301e-13,2.063416104647331e-11,7.87281351222191e-12,1.7457305643690875e-07,2.1605134117644125e-05,1.7457284398595733e-07,2.1605134117644125e-05,0.0
ellipses,1,64,39,124,2,50,0,2.063522963613451e-11,2.1681346059627736e-13,2.063416104647331e-11,6.316724920907291e-12,1.7457284398595733e-07,2.1605134117644125e-05,1.7457276603188924e-07,2.1605134117644125e-05,0.0
ellipses,1,64,40,124,2,50,0,2.0629158103968592e-11,2.167585510023805e-13,2.063416104647331e-11,0.0,1.7457276603188924e-07,2.1605134117644125e-05,1.7457284398595733e-07,2.1605134117644125e-05,0.0
ellipses,1,64,41,124,2,50,0,2.063522963613451e-11,2.1681346059627736e-13,2.063416104647331e-11,0.0,1.7457284398595733e-07,2.1605134117644125e-05,1.7457276603188924e-07,2.1605134117644125e-05,0.0
ellipses,1,64,42,124,2,50,0,2.0629158103968592e-11,2.167585510023805e-13,2.063416104647331e-11,0.0,1.7457276603188924e-07,2.1605134117644125e-05,1.7457284398595733e-07,2.1605134117644125e-05,0.0
ellipses,1,64,43,124,2,50,0,2.063522963613451e-11,2.1681346059627736e-13,2.063416104647331e-11,0.0,1.7457284398595733e-07,2.1605134117644125e-05,1.7457276603188924e-07,2.1605134117644125e-05,0.0
ellipses,1,64,44,124,2,50,0,2.0629158103968592e-11,2.167585510023805e-13,2.063416104647331e-11,0.0,1.7457276603188924e-07,2.1605134117644125e-05,1.7457284398595733e-07,2.1605134117644125e-05,0.0
ellipses,1,64,45,124,2,50,0,2.063522963613451e-11,2.1681346059627736e-13,2.063416104647331e-11,0.0,1.7457284398595733e-07,2.1605134117644125e-05,1.7457276603188924e-07,2.1605134117644125e-05,0.0
ellipses,1,64,46,124,2,50,0,2.0629158103968592e-11,2.167585510023805e-13,2.063416104647331e-11,0.0,1.7457276603188924e-07,2.1605134117644125e-05,1.7457284398595733e-07,2.1605134117644125e-05,0.0
ellipses,1,64,47,124,2,50,0,2.063522963613451e-11,2.1681346059627736e-13,2.063416104647331e-11,0.0,1.7457284398595733e-07,2.1605134117644125e-05,1.7457276603188924e-07,2.1605134117644125e-05,0.0
ellipses,1,64,48,124,2,50,0,2.0629158103968592e-11,2.167585510023805e-13,2.063416104647331e-11,0.0,1.7457276603188924e-07,2.1605134117644125e-05,1.7457284398595733e-07,2.1605134117644125e-05,0.0
ellipses,1,64,49,124,2,50,0,2.063522963613451e-11,2.1681346059627736e-13,2.063416104647331e-11,0.0,1.7457284398595733e-07,2.1605134117644125e-05,1.7457276603188924e-07,2.1605134117644125e-05,0.0
ellipses,1,64,50,124,2,50,0,2.0629158103968592e-11,2.167585510023805e-13,2.063416104647331e-11,0.0,1.7457276603188924e-07,2.1605134117644125e-05,1.7457284398595733e-07,2.1605134117644125e-05,0.0
ellipses,1,64,51,124,2,50,0,2.063522963613451e-11,2.1681346059627736e-13,2.063416104647331e-11,0.0,1.7457284398595733e-07,2.1605134117644125e-05,1.7457276603188924e-07,2.1605134117644125e-05,0.0
ellipses,1,64,52,124,2,50,0,2.0629158103968592e-11,2.167585510023805e-13,2.063416104647331e-11,0.0,1.7457276603188924e-07,2.1605134117644125e-05,1.7457284398595733e-07,2.1605134117644125e-05,0.0
ellipses,1,64,53,124,2,50,0,2.063522963613451e-11,2.1681346059627736e-13,2.063416104647331e-11,0.0,1.7457284398595733e-07,2.1605134117644125e-05,1.7457276603188924e-07,2.1605134117644125e-05,0.0
ellipses,1,64,54,124,2,50,0,2.0629158103968592e-11,2.167585510023805e-13,2.063416104647331e-11,0.0,1.7457276603188924e-07,2.1605134117644125e-05,1.7457284398595733e-07,2.1605134117644125e-05,0.0
ellipses,1,64,55,124,2,50,0,2.063522963613451e-11,2.1681346059627736e-13,2.063416104647331e-11,0.0,1.7457284398595733e-07,2.1605134117644125e-05,1.7457276603188924e-07,2.1605134117644125e-05,0.0
ellipses,1,64,56,124,2,50,0,2.0629158103968592e-11,2.167585510023805e-13,2.063416104647331e-11,0.0,1.7457276603188924e-07,2.1605134117644125e-05,1.7457284398595733e-07,2.1605134117644125e-05,0.0
ellipses,1,64,57,124,2,50,0,2.063522963613451e-11,2.1681346059627736e-13,2.063416104647331e-11,0.0,1.7457284398595733e-07,2.1605134117644125e-05,1.7457276603188924e-07,2.1605134117644125e-05,0.0
ellipses,1,64,58,124,2,50,0,2.0629158103968592e-11,2.167585510023805e-13,2.063416104647331e-11,0.0,1.7457276603188924e-07,2.1605134117644125e-05,1.7457284398595733e-07,2.1605134117644125e-05,0.0
ellipses,1,64,59,124,2,50,0,2.063522963613451e-11,2.1681346059627736e-13,2.063416104647331e-11,0.0,1.7457284398595733e-07,2.1605134117644125e-05,1.7457276603188924e-07,2.1605134117644125e-05,0.0
ellipses,1,64,60,124,2,50,0,2.0629158103968592e-11,2.167585510023805e-13,2.063416104647331e-11,0.0,1.7457276603188924e-07,2.1605134117644125e-05,1.7457284398595733e-07,2.1605134117644125e-05,0.0
ellipses,1,64,61,124,2,50,0,2.063522963613451e-11,2.1681346059627736e-13,2.063416104647331e-11,0.0,1.7457284398595733e-07,2.1605134117644125e-05,1.7457276603188924e-07,2.1605134117644125e-05,0.0
ellipses,1,64,62,124,2,50,0,2.0629158103968592e-11,2.167585510023805e-13,2.063416104647331e-11,0.0,1.7457276603188924e-07,2.1605134117644125e-05,1.7457284398595733e-07,2.1605134117644125e-05,0.0
ellipses,1,64,63,124,2,50,0,2.063522963613451e-11,2.1681346059627736e-13,2.063416104647331e-11,0.0,1.7457284398595733e-07,2.1605134117644125e-05,1.7457276603188924e-07,2.1605134117644125e-05,0.0
ellipses,1,64,64,124,2,50,0,2.0629158103968592e-11,2.167585510023805e-13,2.063416104647331e-11,0.0,1.7457276603188924e-07,2.1605134117644125e-05,1.7457284398595733e-07,2.1605134117644125e-05,0.0
ellipses,1,64,65,124,2,50,0,2.063522963613451e-11,2.1681346059627736e-13,2.063416104647331e-11,0.0,1.7457284398595733e-07,2.1605134117644125e-05,1.7457276603188924e-07,2.1605134117644125e-05,0.0
ellipses,1,64,66,124,2,50,0,2.0629158103968592e-11,2.167585510023805e-13,2.063416104647331e-11,0.0,1.7457276603188924e-07,2.1605134117644125e-05,1.7457284398595733e-07,2.1605134117644125e-05,0.0
ellipses,1,64,67,124,2,50,0,2.063522963613451e-11,2.1681346059627736e-13,2.063416104647331e-11,0.0,1.7457284398595733e-07,2.1605134117644125e-05,1.7457276603188924e-07,2.1605134117644125e-05,0.0
ellipses,1,64,68,124,2,50,0,2.0629158103968592e-11,2.167585510023805e-13,2.063416104647331e-11,0.0,1.7457276603188924e-07,2.1605134117644125e-05,1.7457284398595733e-07,2.1605134117644125e-05,0.0
ellipses,1,64,69,124,2,50,0,2.063522963613451e-11,2.1681346059627736e-13,2.063416104647331e-11,0.0,1.7457284398595733e-07,2.1605134117644125e-05,1.7457276603188924e-07,2.1605134117644125e-05,0.0
ellipses,1,64,70,124,2,50,0,2.0629158103968592e-11,2.167585510023805e-13,2.063416104647331e-11,0.0,1.7457276603188924e-07,2.1605134117644125e-05,1.7457284398595733e-07,2.1605134117644125e-05,0.0
ellipses,1,64,71,124,2,50,0,2.063522963613451e-11,2.1681346059627736e-13,2.063416104647331e-11,0.0,1.7457284398595733e-07,2.1605134117644125e-05,1.7457276603188924e-07,2.1605134117644125e-05,0.0
ellipses,1,64,72,124,2,50,0,2.0629158103968592e-11,2.167585510023805e-13,2.063416104647331e-11,0.0,1.7457276603188924e-07,2.1605134117644125e-05,1.7457284398595733e-07,2.1605134117644125e-05,0.0
ellipses,1,64,73,124,2,50,0,2.063522963613451e-11,2.1681346059627736e-13,2.063416104647331e-11,0.0,1.7457284398595733e-07,2.1605134117644125e-05,1.7457276603188924e-07,2.1605134117644125e-05,0.0
ellipses,1,64,74,124,2,50,0,2.0629158103968592e-11,2.167585510023805e-13,2.063416104647331e-11,0.0,1.7457276603188924e-07,2.1605134117644125e-05,1.7457284398595733e-07,2.1605134117644125e-05,0.0
ellipses,1,64,75,124,2,50,0,2.063522963613451e-11,2.1681346059627736e-13,2.063416104647331e-11,0.0,1.7457284398595733e-07,2.1605134117644125e-05,1.7457276603188924e-07,2.1605134117644125e-05,0.0
ellipses,1,64,76,124,2,50,0,2.0629158103968592e-11,2.167585510023805e-13,2.063416104647331e-11,0.0,1.7457276603188924e-07,2.1605134117644125e-05,1.7457284398595733e-07,2.1605134117644125e-05,0.0
ellipses,1,64,77,124,2,50,0,2.063522963613451e-11,2.1681346059627736e-13,2.063416104647331e-11,0.0,1.7457284398595733e-07,2.1605134117644125e-05,1.7457276603188924e-07,2.1605134117644125e-05,0.0
ellipses,1,64,78,124,2,50,0,2.0629158103968592e-11,2.167585510023805e-13,2.063416104647331e-11,0.0,1.7457276603188924e-07,2.1605134117644125e-05,1.7457284398595733e-07,2.1605134117644125e-05,0.0
ellipses,1,64,79,124,2,50,0,2.063522963613451e-11,2.1681346059627736e-13,2.063416104647331e-11,0.0,1.7457284398595733e-07,2.1605134117644125e-05,1.7457276603188924e-07,2.1605134117644125e-05,0.0
ellipses,1,64,80,124,2,50,0,2.0629158103968592e-11,2.167585510023805e-13,2.063416104647331e-11,0.0,1.7457276603188924e-07,2.1605134117644125e-05,1.7457284398595733e-07,2.1605134117644125e-05,0.0
ellipses,1,64,81,124,2,50,0,2.063522963613451e-11,2.1681346059627736e-13,2.063416104647331e-11,0.0,1.7457284398595733e-07,2.1605134117644125e-05,1.7457276603188924e-07,2.1605134117644125e-05,0.0
ellipses,1,64,82,124,2,50,0,2.0629158103968592e-11,2.167585510023805e-13,2.063416104647331e-11,0.0,1.7457276603188924e-07,2.1605134117644125e-05,1.7457284398595733e-07,2.1605134117644125e-05,0.0
ellipses,1,64,83,124,2,50,0,2.063522963613451e-11,2.1681346059627736e-13,2.063416104647331e-11,0.0,1.7457284398595733e-07,2.1605134117644125e-05,1.7457276603188924e-07,2.1605134117644125e-05,0.0
ellipses,1,64,84,124,2,50,0,2.0629158103968592e-11,2.167585510023805e-13,2.063416104647331e-11,0.0,1.7457276603188924e-07,2.1605134117644125e-05,1.7457284398595733e-07,2.1605134117644125e-05,0.0
ellipses,1,64,85,124,2,50,0,2.063522963613451e-11,2.1681346059627736e-13,2.063416104647331e-11,0.0,1.7457284398595733e-07,2.1605134117644125e-05,1.7457276603188924e-07,2.1605134117644125e-05,0.0
ellipses,1,64,86,124,2,50,0,2.0629158103968592e-11,2.167585510023805e-13,2.063416104647331e-11,0.0,1.7457276603188924e-07,2.1605134117644125e-05,1.7457284398595733e-07,2.1605134117644125e-05,0.0
ellipses,1,64,87,124,2,50,0,2.063522963613451e-11,2.1681346059627736e-13,2.063416104647331e-11,0.0,1.7457284398595733e-07,2.1605134117644125e-05,1.7457276603188924e-07,2.1605134117644125e-05,0.0
ellipses,1,64,88,124,2,50,0,2.0629158103968592e-11,2.167585510023805e-13,2.063416104647331e-11,0.0,1.7457276603188924e-07,2.1605134117644125e-05,1.7457284398595733e-07,2.1605134117644125e-05,0.0
ellipses,1,64,89,124,2,50,0,2.063522963613451e-11,2.1681346059627736e-13,2.063416104647331e-11,0.0,1.7457284398595733e-07,2.1605134117644125e-05,1.7457276603188924e-07,2.1605134117644125e-05,0.0
ellipses,1,64,90,124,2,50,0,2.0629158103968592e-11,2.167585510023805e-13,2.063416104647331e-11,0.0,1.7457276603188924e-07,2.1605134117644125e-05,1.7457284398595733e-07,2.1605134117644125e-05,0.0
ellipses,1,64,91,124,2,50,0,2.063522963613451e-11,2.1681346059627736e-13,2.063416104647331e-11,0.0,1.7457284398595733e-07,2.1605134117644125e-05,1.7457276603188924e-07,2.1605134117644125e-05,0.0
ellipses,1,64,92,124,2,50,0,2.0629158103968592e-11,2.167585510023805e-13,2.063416104647331e-11,0.0,1.7457276603188924e-07,2.1605134117644125e-05,1.7457284398595733e-07,2.1605134117644125e-05,0.0
ellipses,1,64,93,124,2,50,0,2.063522963613451e-11,2.1681346059627736e-13,2.063416104647331e-11,0.0,1.7457284398595733e-07,2.1605134117644125e-05,1.7457276603188924e-07,2.1605134117644125e-05,0.0
ellipses,1,64,94,124,2,50,0,2.0629158103968592e-11,2.167585510023805e-13,2.063416104647331e-11,0.0,1.7457276603188924e-07,2.1605134117644125e-05,1.7457284398595733e-07,2.1605134117644125e-05,0.0
ellipses,1,64,95,124,2,50,0,2.063522963613451e-11,2.1681346059627736e-13,2.063416104647331e-11,0.0,1.7457284398595733e-07,2.1605134117644125e-05,1.7457276603188924e-07,2.1605134117644125e-05,0.0
ellipses,1,64,96,124,2,50,0,2.0629158103968592e-11,2.167585510023805e-13,2.063416104647331e-11,0.0,1.7457276603188924e-07,2.1605134117644125e-05,1.7457284398595733e-07,2.1605134117644125e-05,0.0
ellipses,1,64,97,124,2,50,0,2.063522963613451e-11,2.1681346059627736e-13,2.063416104647331e-11,0.0,1.7457284398595733e-07,2.1605134117644125e-05,1.7457276603188924e-07,2.1605134117644125e-05,0.0
ellipses,1,64,98,124,2,50,0,2.0629158103968592e-11,2.167585510023805e-13,2.063416104647331e-11,0.0,1.7457276603188924e-07,2.1605134117644125e-05,1.7457284398595733e-07,2.1605134117644125e-05,0.0
ellipses,1,64,99,124,2,50,0,2.063522963613451e-11,2.1681346059627736e-13,2.063416104647331e-11,0.0,1.7457284398595733e-07,2.1605134117644125e-05,1.7457276603188924e-07,2.1605134117644125e-05,0.0
ellipses,1,64,100,124,2,50,0,2.0629158103968592e-11,2.167585510023805e-13,2.063416104647331e-11,0.0,1.7457276603188924e-07,2.1605134117644125e-05,1.7457284398595733e-07,2.1605134117644125e-05,0.0
ellipses,2,64,1,120,4,35,0,1.4437323403819662,0.03755458067953892,1.4437323403819704,0.0,0.1065937603667747,0.9353193517246365,0.04327463578018637,0.9306689965247197,1.1102230246251565e-16
ellipses,2,64,2,122,2,38,2,0.42241308935911087,0.01302959723356687,0.4224130893591109,1.0213192510228595,0.04327463578018637,0.9306689965247197,0.021885409574275132,0.9307136148691849,1.1102230246251565e-16
ellipses,2,64,3,123,1,40,1,1.4713791044115723,0.015330293314750868,1.4713791044115716,1.4713791044115716,0.021885409574275132,0.9307136148691849,0.009817208800090356,0.7219661570459,2.220446049250313e-16
ellipses,2,64,4,124,0,41,2,1.4718208551817067,0.019266810104872283,1.4718208551817042,1.4632332437420956,0.009817208800090356,0.7219661570459,0.008176954461841544,0.33914210689540575,2.220446049250313e-16
ellipses,2,64,5,124,0,43,1,0.29094669484425234,0.0038524988624706108,0.2909466948442514,1.1808741603374528,0.008176954461841544,0.33914210689540575,0.003031375430808969,0.13589855627788722,2.220446049250313e-16
ellipses,2,64,6,124,0,43,0,0.032064586156006075,0.0006494602497746083,0.03206458615600383,0.2809717790720967,0.003031375430808969,0.13589855627788722,0.0008978634014670345,0.05658692392563298,2.220446049250313e-16
ellipses,2,64,7,124,0,43,0,0.010676132439464778,0.0001898157287514205,0.01067613243946397,0.03511024363228188,0.0008978634014670345,0.05658692392563298,0.0001939493140203766,0.008553750044119998,2.220446049250313e-16
ellipses,2,64,8,124,0,43,0,0.0019792480256944703,4.69850129085583e-05,0.0019792480256910494,0.011874872137649817,0.0001939493140203766,0.008553750044119998,5.928780114776649e-05,0.0030424165734661947,2.220446049250313e-16
ellipses,2,64,9,124,0,43,0,0.0006550845141567105,1.487694929374096e-05,0.0006550845141575223,0.0023413043245525955,5.928780114776649e-05,0.0030424165734661947,1.84587108990243e-05,0.0007518804336268825,2.220446049250313e-16
ellipses,2,64,10,124,0,42,1,0.9597425057053213,0.009444198373087563,0.9597425057053215,0.9597485249754953,1.84587108990243e-05,0.0007518804336268825,0.004332257792477068,0.4828126617279813,2.220446049250313e-16
ellipses,2,64,11,124,0,44,1,0.14902254519903008,0.0019525192559942286,0.14902254519903124,0.8810023051759863,0.004332257792477068,0.4828126617279813,0.0011690266712172125,0.08790251758705696,2.220446049250313e-16
ellipses,2,64,12,124,0,44,0,0.015914006336167776,0.00023419540818391414,0.015914006336167574,0.13997974419740444,0.0011690266712172125,0.08790251758705696,0.000229631376851305,0.019565248687526734,2.220446049250313e-16
ellipses,2,64,13,124,0,44,0,0.00388352119210884,4.0409887521490835e-05,0.003883521192108219,0.01566401209536039,0.000229631376851305,0.019565248687526734,4.693946414883635e-05,0.004907575847293211,1.1102230246251565e-16
ellipses,2,64,14,124,0,44,0,0.0009645108427503053,1.0461365446269876e-05,0.0009645108427491778,0.00406563825352535,4.693946414883635e-05,0.004907575847293211,1.3114737998238277e-05,0.0012241744110989157,2.220446049250313e-16
ellipses,2,64,15,124,0,44,0,0.0002463995677846019,3.4938011225378663e-06,0.0002463995677857156,0.0010704593959260933,1.3114737998238277e-05,0.0012241744110989157,4.303126706008807e-06,0.0003022701005083679,2.220446049250313e-16
ellipses,2,64,16,124,0,43,1,0.7731443181043761,0.007539972583632369,0.7731443181043751,0.7731443180813109,4.303126706008807e-06,0.0003022701005083679,0.003587783069552157,0.3610218007897639,2.220446049250313e-16
ellipses,2,64,17,124,0,45,0,0.11439814665108383,0.0010861160763323834,0.11439814665108372,0.7785285222409044,0.003587783069552157,0.3610218007897639,0.000530253072965524,0.05044967024877799,2.220446049250313e-16
ellipses,2,64,18,124,0,45,0,0.009304023534650744,0.00017073206561777802,0.009304023534653538,0.12077190795530157,0.000530253072965524,0.05044967024877799,0.0001502334320851179,0.010899596884372592,1.1102230246251565e-16
ellipses,2,64,19,124,0,45,0,0.0024027355315031987,4.7277577261814e-05,0.002402735531504163,0.01042151346150888,0.0001502334320851179,0.010899596884372592,4.426500939091769e-05,0.0026917487716245194,2.220446049250313e-16
ellipses,2,64,20,124,0,45,0,0.0003283013859213882,8.817793093517465e-06,0.00032830138592032654,0.0027310369174244897,4.426500939091769e-05,0.0026917487716245194,1.6303314588939245e-05,0.0011518289858555189,5.551115123125783e-17
ellipses,2,64,21,124,0,45,0,0.00019714299345418781,3.3715702472443413e-06,0.00019714299345352515,0.0003948194335379185,1.6303314588939245e-05,0.0011518289858555189,4.593842722327499e-06,0.000341294060950753,2.220446049250313e-16
ellipses,2,64,22,124,0,45,0,6.136531816151349e-05,1.0186816154046664e-06,6.136531816025581e-05,0.00025850831161378096,4.593842722327499e-06,0.000341294060950753,1.1297468658156464e-06,8.907430541104501e-05,5.551115123125783e-17
ellipses,2,64,23,124,0,45,0,1.616297643329545e-05,2.5774993319232297e-07,1.6162976432809728e-05,7.752829459306554e-05,1.1297468658156464e-06,8.907430541104501e-05,2.6291070106720345e-07,2.1122231991842348e-05,2.220446049250313e-16
ellipses,2,64,24,124,0,45,0,3.856949961147937e-06,6.063754311661067e-08,3.856949959413214e-06,2.0019926392222942e-05,2.6291070106720345e-07,2.1122231991842348e-05,5.885149351499836e-08,4.7500037442133255e-06,2.220446049250313e-16
ellipses,2,64,25,124,0,45,0,8.706218260646353e-07,1.3696179822993087e-08,8.706218252996223e-07,4.727571784712836e-06,5.885149351499836e-08,4.7500037442133255e-06,1.3048885613594012e-08,1.0399358111867447e-06,2.220446049250313e-16
ellipses,2,64,26,124,0,45,0,1.9098142694032316e-07,3.032257389375221e-09,1.9098142800544338e-07,1.0616032533050657e-06,1.3048885613594012e-08,1.0399358111867447e-06,2.932714815579792e-09,2.2472313221141955e-07,2.220446049250313e-16
ellipses,2,64,27,124,0,45,0,4.128913300670278e-08,6.67382836749791e-10,4.128913388967703e-08,2.322705618951204e-07,2.932714815579792e-09,2.2472313221141955e-07,7.21951073842429e-10,4.835606313883139e-08,2.220446049250313e-16
ellipses,2,64,28,124,0,45,0,8.934072362118406e-09,1.474762496297753e-10,8.934073036925838e-09,5.022320692660287e-08,7.21951073842429e-10,4.835606313883139e-08,2.441130116596041e-10,9.064426594740176e-09,2.220446049250313e-16
ellipses,2,64,29,124,0,45,0,1.6563454600937444e-09,3.122575781403966e-11,1.6563461713303695e-09,1.0590419208256208e-08,2.441130116596041e-10,9.064426594740176e-09,1.5131941343654218e-10,5.1825664453145784e-09,2.220446049250313e-16
ellipses,2,64,30,124,0,45,0,4.028400443084612e-10,8.150799091585915e-12,4.0283865132551e-10,2.0591848226558795e-09,1.5131941343654218e-10,5.1825664453145784e-09,1.3029240851697653e-10,5.178518562244651e-09,2.220446049250313e-16
ellipses,2,64,31,124,0,45,0,6.479192182773374e-11,3.0536422160209035e-12,6.479083936028474e-11,4.676294906857947e-10,1.3029240851697653e-10,5.178518562244651e-09,1.2877238990468688e-10,5.1825664453145784e-09,2.220446049250313e-16
ellipses,2,64,32,124,0,45,0,2.8436801524645006e-11,1.6236725820537752e-12,2.843592028511921e-11,6.660272333647299e-11,1.2877238990468688e-10,5.1825664453145784e-09,1.2876728723696874e-10,5.178518562244651e-09,2.220446049250313e-16
ellipses,2,64,33,124,0,45,0,2.8438189303425787e-11,1.2797020982373869e-12,2.843592028511921e-11,1.432454155292362e-11,1.2876728723696874e-10,5.178518562244651e-09,1.2881414000421475e-10,5.1825664453145784e-09,2.220446049250313e-16
ellipses,2,64,34,124,0,45,0,2.8436801524645006e-11,1.1549695346898375e-12,2.843592028511921e-11,6.760814130757353e-12,1.2881414000421475e-10,5.1825664453145784e-09,1.2808621476664192e-10,5.178518562244651e-09,2.220446049250313e-16
ellipses,2,64,35,124,0,45,0,2.8438189303425787e-11,1.1262080992522512e-12,2.843592028511921e-11,1.099209612220875e-11,1.2808621476664192e-10,5.178518562244651e-09,1.2881514205626994e-10,5.1825664453145784e-09,2.220446049250313e-16
ellipses,2,64,36,124,0,45,0,2.8436801524645006e-11,1.2554561899768843e-12,2.843592028511921e-11,6.760814130757353e-12,1.2881514205626994e-10,5.1825664453145784e-09,1.2883530125434924e-10,5.178518562244651e-09,2.220446049250313e-16
ellipses,2,64,37,124,0,45,0,2.8438189303425787e-11,1.2448331071423441e-12,2.843592028511921e-11,1.099209612220875e-11,1.2883530125434924e-10,5.178518562244651e-09,1.2881414000421475e-10,5.1825664453145784e-09,2.220446049250313e-16
ellipses,2,64,38,124,0,45,0,2.8436801524645006e-11,1.1549695346898375e-12,2.843592028511921e-11,6.760814130757353e-12,1.2881414000421475e-10,5.1825664453145784e-09,1.2808621476664192e-10,5.178518562244651e-09,2.220446049250313e-16
ellipses,2,64,39,124,0,45,0,2.8438189303425787e-11,1.1262080992522512e-12,2.843592028511921e-11,1.099209612220875e-11,1.2808621476664192e-10,5.178518562244651e-09,1.2881514205626994e-10,5.1825664453145784e-09,2.220446049250313e-16
ellipses,2,64,40,124,0,45,0,2.8436801524645006e-11,1.2554561899768843e-12,2.843592028511921e-11,6.760814130757353e-12,1.2881514205626994e-10,5.1825664453145784e-09,1.2883530125434924e-10,5.178518562244651e-09,2.220446049250313e-16
ellipses,2,64,41,124,0,45,0,2.8438189303425787e-11,1.2448331071423441e-12,2.843592028511921e-11,1.099209612220875e-11,1.2883530125434924e-10,5.178518562244651e-09,1.2881414000421475e-10,5.1825664453145784e-09,2.220446049250313e-16
ellipses,2,64,42,124,0,45,0,2.8436801524645006e-11,1.1549695346898375e-12,2.843592028511921e-11,6.760814130757353e-12,1.2881414000421475e-10,5.1825664453145784e-09,1.2808621476664192e-10,5.178518562244651e-09,2.220446049250313e-16
ellipses,2,64,43,124,0,45,0,2.8438189303425787e-11,1.1262080992522512e-12,2.843592028511921e-11,1.099209612220875e-11,1.2808621476664192e-10,5.178518562244651e-09,1.2881514205626994e-10,5.1825664453145784e-09,2.220446049250313e-16
ellipses,2,64,44,124,0,45,0,2.8436801524645006e-11,1.2554561899768843e-12,2.843592028511921e-11,6.760814130757353e-12,1.2881514205626994e-10,5.1825664453145784e-09,1.2883530125434924e-10,5.178518562244651e-09,2.220446049250313e-16
ellipses,2,64,45,124,0,45,0,2.8438189303425787e-11,1.2448331071423441e-12,2.843592028511921e-11,1.099209612220875e-11,1.2883530125434924e-10,5.178518562244651e-09,1.2881414000421475e-10,5.1825664453145784e-09,2.220446049250313e-16
ellipses,2,64,46,124,0,45,0,2.8436801524645006e-11,1.1549695346898375e-12,2.843592028511921e-11,6.760814130757353e-12,1.2881414000421475e-10,5.1825664453145784e-09,1.2808621476664192e-10,5.178518562244651e-09,2.220446049250313e-16
