method,variant,benchmark,case_index,random_seed,cells_per_side,cell_size,runtime_seconds,mixed_cells,reconstructed_cells,paper_fallback_cells,unsupported_cells,unresolved_cells,optimizer_failures,sampled_hausdorff,sampled_reconstruction_to_truth,shared_edge_gap_mean,shared_edge_gap_max,unmatched_crossings,conservation_mean_absolute_residual,conservation_max_absolute_residual,curvature_estimator_mean_absolute_error,curvature_estimator_median_absolute_error,curvature_estimator_max_absolute_error,curvature_estimator_samples,parameters_json,status_message,conservative_fallback_cells,unresolved_events,joins,c1_updates,c1_misses,curvature_updates,vertex_jumps,sweeps_completed,sweep_converged,policy_json,unresolved_json
QUASI,QUASI (frozen Cartesian port),squares,3,42,32,3.125,0.2251342919999999,18,14,4,0,0,0,2.7146382932493283,2.7146382932493283,0.0,0.0,2,6.1679056923619804e-18,1.1102230246251565e-16,0.47692812721170086,0.16967505849251818,2.981909297639218,18,"{""benchmark"": ""squares"", ""canonical_case_count"": 25, ""case_index"": 3, ""parameters"": {""center"": [50.45038593789557, 50.370798024232585], ""side_length"": 12.5, ""theta"": 1.455759040285497, ""vertices"": [[55.941678291535176, 43.44470906386981], [57.376474898258344, 55.86209037787219], [44.95909358425596, 57.29688698459536], [43.52429697753279, 44.87950567059298]]}, ""random_seed"": 42}",complete_with_reported_fallback,4,2,16,160,0,0,0,10,False,"{""boundary"": ""retain open physical-boundary endpoints"", ""convergence_tolerance"": 1e-11, ""fallback"": ""retain-area-preserving-quadratic"", ""max_sweeps"": 10, ""multiple_root"": ""least displacement from the current predictor"", ""target_neighbor"": ""triggering eligible neighbor, then nearest eligible 8-neighbor; tangent alignment and lexicographic index break ties"", ""update_order"": ""lexicographic Gauss-Seidel""}","[""Section 2.5 fallback retained a conservative local quadratic for multiply claimed endpoint ((14, 14), (14, 15))"", ""Section 2.5 fallback retained a conservative local quadratic for multiply claimed endpoint ((17, 13), (17, 14))""]"
QUASI,QUASI (frozen Cartesian port),squares,3,42,64,1.5625,0.4968917499999961,36,32,4,0,0,0,0.35589082570788727,0.2568897924498287,0.0,0.0,1,0.0,0.0,0.3753616424043129,0.06280390662969113,5.421307816146335,36,"{""benchmark"": ""squares"", ""canonical_case_count"": 25, ""case_index"": 3, ""parameters"": {""center"": [50.45038593789557, 50.370798024232585], ""side_length"": 12.5, ""theta"": 1.455759040285497, ""vertices"": [[55.941678291535176, 43.44470906386981], [57.376474898258344, 55.86209037787219], [44.95909358425596, 57.29688698459536], [43.52429697753279, 44.87950567059298]]}, ""random_seed"": 42}",complete_with_reported_fallback,4,3,35,350,0,0,0,10,False,"{""boundary"": ""retain open physical-boundary endpoints"", ""convergence_tolerance"": 1e-11, ""fallback"": ""retain-area-preserving-quadratic"", ""max_sweeps"": 10, ""multiple_root"": ""least displacement from the current predictor"", ""target_neighbor"": ""triggering eligible neighbor, then nearest eligible 8-neighbor; tangent alignment and lexicographic index break ties"", ""update_order"": ""lexicographic Gauss-Seidel""}","[""Section 2.5 fallback retained a conservative local quadratic for multiply claimed endpoint ((27, 29), (28, 29))"", ""Section 2.5 fallback retained a conservative local quadratic for multiply claimed endpoint ((28, 28), (28, 29))"", ""Section 2.5 correction retained the area-preserving local quadratic in (34, 28) (no-common-edge-endpoint)""]"
QUASI,QUASI (frozen Cartesian port),squares,3,42,128,0.78125,1.0417318750000035,72,72,0,0,0,0,0.3511607407501568,0.3511607407501568,0.0,0.0,0,0.0,0.0,0.5293039931728446,0.009042271447331225,6.0325395705182165,72,"{""benchmark"": ""squares"", ""canonical_case_count"": 25, ""case_index"": 3, ""parameters"": {""center"": [50.45038593789557, 50.370798024232585], ""side_length"": 12.5, ""theta"": 1.455759040285497, ""vertices"": [[55.941678291535176, 43.44470906386981], [57.376474898258344, 55.86209037787219], [44.95909358425596, 57.29688698459536], [43.52429697753279, 44.87950567059298]]}, ""random_seed"": 42}",complete_with_reported_fallback,0,0,72,720,0,0,0,10,False,"{""boundary"": ""retain open physical-boundary endpoints"", ""convergence_tolerance"": 1e-11, ""fallback"": ""retain-area-preserving-quadratic"", ""max_sweeps"": 10, ""multiple_root"": ""least displacement from the current predictor"", ""target_neighbor"": ""triggering eligible neighbor, then nearest eligible 8-neighbor; tangent alignment and lexicographic index break ties"", ""update_order"": ""lexicographic Gauss-Seidel""}",[]
QUASI,QUASI (frozen Cartesian port),squares,4,42,32,3.125,0.3135392080000017,23,19,4,0,0,0,0.8064255204653188,0.7562922330291257,0.0,0.0,0,9.427844978134821e-21,2.168404344971009e-19,0.31137414492752186,0.08326306966326263,2.164236726292359,23,"{""benchmark"": ""squares"", ""canonical_case_count"": 25, ""case_index"": 4, ""parameters"": {""center"": [50.64386512008066, 50.82276161327083], ""side_length"": 13.333333333333334, ""theta"": 0.6965133947666736, ""vertices"": [[49.80695450377682, 41.43189000786556], [60.03473672548593, 49.98585099696699], [51.4807757363845, 60.213633218676094], [41.252993514675396, 51.65967222957467]]}, ""random_seed"": 42}",complete_with_reported_fallback,4,3,22,210,10,0,0,10,False,"{""boundary"": ""retain open physical-boundary endpoints"", ""convergence_tolerance"": 1e-11, ""fallback"": ""retain-area-preserving-quadratic"", ""max_sweeps"": 10, ""multiple_root"": ""least displacement from the current predictor"", ""target_neighbor"": ""triggering eligible neighbor, then nearest eligible 8-neighbor; tangent alignment and lexicographic index break ties"", ""update_order"": ""lexicographic Gauss-Seidel""}","[""Section 2.5 correction retained the area-preserving local quadratic in (16, 14) (no-common-edge-endpoint)"", ""Section 2.5 correction retained the area-preserving local quadratic in (16, 19) (no-common-edge-endpoint)"", ""Section 2.5 fallback retained a conservative local quadratic for multiply claimed endpoint ((18, 15), (18, 16))""]"
QUASI,QUASI (frozen Cartesian port),squares,4,42,64,1.5625,0.7097197090000051,48,44,4,0,0,0,0.3365326572068472,0.23940635288936682,0.0,0.0,0,0.0,0.0,0.3345086838499558,0.046009086715761906,3.6003750997240442,48,"{""benchmark"": ""squares"", ""canonical_case_count"": 25, ""case_index"": 4, ""parameters"": {""center"": [50.64386512008066, 50.82276161327083], ""side_length"": 13.333333333333334, ""theta"": 0.6965133947666736, ""vertices"": [[49.80695450377682, 41.43189000786556], [60.03473672548593, 49.98585099696699], [51.4807757363845, 60.213633218676094], [41.252993514675396, 51.65967222957467]]}, ""random_seed"": 42}",complete_with_reported_fallback,4,4,48,455,25,0,0,10,False,"{""boundary"": ""retain open physical-boundary endpoints"", ""convergence_tolerance"": 1e-11, ""fallback"": ""retain-area-preserving-quadratic"", ""max_sweeps"": 10, ""multiple_root"": ""least displacement from the current predictor"", ""target_neighbor"": ""triggering eligible neighbor, then nearest eligible 8-neighbor; tangent alignment and lexicographic index break ties"", ""update_order"": ""lexicographic Gauss-Seidel""}","[""Section 2.5 correction retained the area-preserving local quadratic in (27, 33) (no-common-edge-endpoint)"", ""Section 2.5 correction retained the area-preserving local quadratic in (32, 27) (no-common-edge-endpoint)"", ""Section 2.5 correction retained the area-preserving local quadratic in (33, 37) (no-common-edge-endpoint)"", ""Section 2.5 correction retained the area-preserving local quadratic in (37, 32) (no-common-edge-endpoint)""]"
QUASI,QUASI (frozen Cartesian port),squares,4,42,128,0.78125,1.361359333000003,95,91,4,0,0,0,0.22491824970873667,0.1619971161238834,0.0,0.0,1,0.0,0.0,2.1687714137138547,0.002200095401692841,134.1453186579861,95,"{""benchmark"": ""squares"", ""canonical_case_count"": 25, ""case_index"": 4, ""parameters"": {""center"": [50.64386512008066, 50.82276161327083], ""side_length"": 13.333333333333334, ""theta"": 0.6965133947666736, ""vertices"": [[49.80695450377682, 41.43189000786556], [60.03473672548593, 49.98585099696699], [51.4807757363845, 60.213633218676094], [41.252993514675396, 51.65967222957467]]}, ""random_seed"": 42}",complete_with_reported_fallback,4,3,94,874,66,0,0,10,False,"{""boundary"": ""retain open physical-boundary endpoints"", ""convergence_tolerance"": 1e-11, ""fallback"": ""retain-area-preserving-quadratic"", ""max_sweeps"": 10, ""multiple_root"": ""least displacement from the current predictor"", ""target_neighbor"": ""triggering eligible neighbor, then nearest eligible 8-neighbor; tangent alignment and lexicographic index break ties"", ""update_order"": ""lexicographic Gauss-Seidel""}","[""Section 2.5 correction retained the area-preserving local quadratic in (53, 66) (no-common-edge-endpoint)"", ""Section 2.5 fallback retained a conservative local quadratic for multiply claimed endpoint ((65, 76), (65, 77))"", ""Section 2.5 correction retained the area-preserving local quadratic in (75, 64) (no-common-edge-endpoint)""]"
QUASI,QUASI (frozen Cartesian port),circles,0,41,32,3.125,0.33498179199999356,24,24,0,0,0,0,0.0034039431974901,0.0034039431974901,0.0,0.0,0,0.0,0.0,0.03210394579668636,0.0012366680083476106,0.7203024577210372,24,"{""benchmark"": ""circles"", ""canonical_case_count"": 25, ""case_index"": 0, ""parameters"": {""center"": [50.954151102962, 50.7679320906356], ""radius"": 10.0}, ""random_seed"": 41}",complete_with_reported_fallback,0,0,24,213,27,0,0,10,False,"{""boundary"": ""retain open physical-boundary endpoints"", ""convergence_tolerance"": 1e-11, ""fallback"": ""retain-area-preserving-quadratic"", ""max_sweeps"": 10, ""multiple_root"": ""least displacement from the current predictor"", ""target_neighbor"": ""triggering eligible neighbor, then nearest eligible 8-neighbor; tangent alignment and lexicographic index break ties"", ""update_order"": ""lexicographic Gauss-Seidel""}",[]
QUASI,QUASI (frozen Cartesian port),circles,0,41,64,1.5625,0.7114179170000057,49,48,1,0,0,0,0.02257242847442428,0.02257242847442428,0.0,0.0,0,0.0,0.0,0.0039417666255831905,0.00032484172758741325,0.099999999915083,49,"{""benchmark"": ""circles"", ""canonical_case_count"": 25, ""case_index"": 0, ""parameters"": {""center"": [50.954151102962, 50.7679320906356], ""radius"": 10.0}, ""random_seed"": 41}",complete_with_reported_fallback,1,1,48,466,14,0,0,10,False,"{""boundary"": ""retain open physical-boundary endpoints"", ""convergence_tolerance"": 1e-11, ""fallback"": ""retain-area-preserving-quadratic"", ""max_sweeps"": 10, ""multiple_root"": ""least displacement from the current predictor"", ""target_neighbor"": ""triggering eligible neighbor, then nearest eligible 8-neighbor; tangent alignment and lexicographic index break ties"", ""update_order"": ""lexicographic Gauss-Seidel""}","[""Section 2.5 correction retained the area-preserving local quadratic in (39, 32) (no-common-edge-endpoint)""]"
QUASI,QUASI (frozen Cartesian port),circles,0,41,128,0.78125,1.504105041999999,102,101,1,0,0,0,0.4240396077275176,0.4240396077275176,0.0,0.0,0,5.782411586589357e-19,5.551115123125783e-17,0.1583829412924617,7.834846688029029e-05,3.6211936940464784,102,"{""benchmark"": ""circles"", ""canonical_case_count"": 25, ""case_index"": 0, ""parameters"": {""center"": [50.954151102962, 50.7679320906356], ""radius"": 10.0}, ""random_seed"": 41}",complete_with_reported_fallback,1,1,102,1019,1,0,0,10,False,"{""boundary"": ""retain open physical-boundary endpoints"", ""convergence_tolerance"": 1e-11, ""fallback"": ""retain-area-preserving-quadratic"", ""max_sweeps"": 10, ""multiple_root"": ""least displacement from the current predictor"", ""target_neighbor"": ""triggering eligible neighbor, then nearest eligible 8-neighbor; tangent alignment and lexicographic index break ties"", ""update_order"": ""lexicographic Gauss-Seidel""}","[""Section 2.5 correction retained the area-preserving local quadratic in (77, 65) (no-common-edge-endpoint)""]"
QUASI,QUASI (frozen Cartesian port),circles,1,41,32,3.125,0.3884586250000055,26,26,0,0,0,0,0.0014686997327463165,0.0014630425293657213,0.0,0.0,0,0.0,0.0,0.001391821761304462,0.0011613814555584343,0.009369076199121903,26,"{""benchmark"": ""circles"", ""canonical_case_count"": 25, ""case_index"": 1, ""parameters"": {""center"": [50.125970746788205, 50.82698808593074], ""radius"": 10.0}, ""random_seed"": 41}",complete_with_reported_fallback,0,0,26,260,0,0,0,10,False,"{""boundary"": ""retain open physical-boundary endpoints"", ""convergence_tolerance"": 1e-11, ""fallback"": ""retain-area-preserving-quadratic"", ""max_sweeps"": 10, ""multiple_root"": ""least displacement from the current predictor"", ""target_neighbor"": ""triggering eligible neighbor, then nearest eligible 8-neighbor; tangent alignment and lexicographic index break ties"", ""update_order"": ""lexicographic Gauss-Seidel""}",[]
QUASI,QUASI (frozen Cartesian port),circles,1,41,64,1.5625,0.7192678329999964,50,50,0,0,0,0,0.8444464273295084,0.8444464273295084,0.0,0.0,0,0.0,0.0,0.08090053574362281,0.000296686002694245,1.9320452629703913,50,"{""benchmark"": ""circles"", ""canonical_case_count"": 25, ""case_index"": 1, ""parameters"": {""center"": [50.125970746788205, 50.82698808593074], ""radius"": 10.0}, ""random_seed"": 41}",complete_with_reported_fallback,0,0,50,493,7,0,0,10,False,"{""boundary"": ""retain open physical-boundary endpoints"", ""convergence_tolerance"": 1e-11, ""fallback"": ""retain-area-preserving-quadratic"", ""max_sweeps"": 10, ""multiple_root"": ""least displacement from the current predictor"", ""target_neighbor"": ""triggering eligible neighbor, then nearest eligible 8-neighbor; tangent alignment and lexicographic index break ties"", ""update_order"": ""lexicographic Gauss-Seidel""}",[]
QUASI,QUASI (frozen Cartesian port),circles,1,41,128,0.78125,1.4417735840000034,100,100,0,0,0,0,0.48872553367225,0.48872553367225,0.0,0.0,0,6.938893903907229e-20,6.938893903907228e-18,0.24204027105349774,0.00017580720672421418,4.992578106525475,100,"{""benchmark"": ""circles"", ""canonical_case_count"": 25, ""case_index"": 1, ""parameters"": {""center"": [50.125970746788205, 50.82698808593074], ""radius"": 10.0}, ""random_seed"": 41}",complete_with_reported_fallback,0,0,100,974,26,0,0,10,False,"{""boundary"": ""retain open physical-boundary endpoints"", ""convergence_tolerance"": 1e-11, ""fallback"": ""retain-area-preserving-quadratic"", ""max_sweeps"": 10, ""multiple_root"": ""least displacement from the current predictor"", ""target_neighbor"": ""triggering eligible neighbor, then nearest eligible 8-neighbor; tangent alignment and lexicographic index break ties"", ""update_order"": ""lexicographic Gauss-Seidel""}",[]
QUASI,QUASI (frozen Cartesian port),circles,2,41,32,3.125,0.3845502909999965,26,26,0,0,0,0,1.4313325545602182,1.4313325545602182,0.0,0.0,0,1.2812350672929663e-17,2.220446049250313e-16,0.08067041014530738,0.001452490715223978,1.1350312167371828,26,"{""benchmark"": ""circles"", ""canonical_case_count"": 25, ""case_index"": 2, ""parameters"": {""center"": [50.849072073431195, 50.34978283666457], ""radius"": 10.0}, ""random_seed"": 41}",complete_with_reported_fallback,0,0,26,259,1,0,0,10,False,"{""boundary"": ""retain open physical-boundary endpoints"", ""convergence_tolerance"": 1e-11, ""fallback"": ""retain-area-preserving-quadratic"", ""max_sweeps"": 10, ""multiple_root"": ""least displacement from the current predictor"", ""target_neighbor"": ""triggering eligible neighbor, then nearest eligible 8-neighbor; tangent alignment and lexicographic index break ties"", ""update_order"": ""lexicographic Gauss-Seidel""}",[]
QUASI,QUASI (frozen Cartesian port),circles,2,41,64,1.5625,0.705565582999995,50,50,0,0,0,0,0.7349882994570985,0.7349882994570985,0.0,0.0,0,5.561957144850638e-19,2.7755575615628914e-17,0.14964279880874773,0.000328921659611639,3.205096429163677,50,"{""benchmark"": ""circles"", ""canonical_case_count"": 25, ""case_index"": 2, ""parameters"": {""center"": [50.849072073431195, 50.34978283666457], ""radius"": 10.0}, ""random_seed"": 41}",complete_with_reported_fallback,0,0,50,478,22,0,0,10,False,"{""boundary"": ""retain open physical-boundary endpoints"", ""convergence_tolerance"": 1e-11, ""fallback"": ""retain-area-preserving-quadratic"", ""max_sweeps"": 10, ""multiple_root"": ""least displacement from the current predictor"", ""target_neighbor"": ""triggering eligible neighbor, then nearest eligible 8-neighbor; tangent alignment and lexicographic index break ties"", ""update_order"": ""lexicographic Gauss-Seidel""}",[]
QUASI,QUASI (frozen Cartesian port),circles,2,41,128,0.78125,1.462465625,102,102,0,0,0,0,0.4682211281358709,0.4682211281358709,0.0,0.0,0,1.365882148670464e-19,1.3877787807814457e-17,0.23014871029727227,8.298786503486977e-05,4.774563777129955,102,"{""benchmark"": ""circles"", ""canonical_case_count"": 25, ""case_index"": 2, ""parameters"": {""center"": [50.849072073431195, 50.34978283666457], ""radius"": 10.0}, ""random_seed"": 41}",complete_with_reported_fallback,0,0,102,1020,0,0,0,10,False,"{""boundary"": ""retain open physical-boundary endpoints"", ""convergence_tolerance"": 1e-11, ""fallback"": ""retain-area-preserving-quadratic"", ""max_sweeps"": 10, ""multiple_root"": ""least displacement from the current predictor"", ""target_neighbor"": ""triggering eligible neighbor, then nearest eligible 8-neighbor; tangent alignment and lexicographic index break ties"", ""update_order"": ""lexicographic Gauss-Seidel""}",[]
QUASI,QUASI (frozen Cartesian port),circles,3,41,32,3.125,0.40900841699999546,28,26,2,0,0,0,0.27987219031358856,0.27987219031358856,0.0,0.0,0,0.0,0.0,0.41272410379873314,0.0009920104306295405,7.601413169481089,28,"{""benchmark"": ""circles"", ""canonical_case_count"": 25, ""case_index"": 3, ""parameters"": {""center"": [50.51140923471546, 50.60249990849664], ""radius"": 10.0}, ""random_seed"": 41}",complete_with_reported_fallback,2,2,28,272,8,0,0,10,False,"{""boundary"": ""retain open physical-boundary endpoints"", ""convergence_tolerance"": 1e-11, ""fallback"": ""retain-area-preserving-quadratic"", ""max_sweeps"": 10, ""multiple_root"": ""least displacement from the current predictor"", ""target_neighbor"": ""triggering eligible neighbor, then nearest eligible 8-neighbor; tangent alignment and lexicographic index break ties"", ""update_order"": ""lexicographic Gauss-Seidel""}","[""Section 2.5 correction retained the area-preserving local quadratic in (13, 16) (no-common-edge-endpoint)"", ""Section 2.5 correction retained the area-preserving local quadratic in (16, 13) (no-common-edge-endpoint)""]"
QUASI,QUASI (frozen Cartesian port),circles,3,41,64,1.5625,0.7625652910000014,52,51,1,0,0,0,0.22616351810468224,0.22616351810468224,0.0,0.0,0,6.672013369141566e-20,3.469446951953614e-18,0.25485105279891723,0.00030767297706004587,9.242145433159427,52,"{""benchmark"": ""circles"", ""canonical_case_count"": 25, ""case_index"": 3, ""parameters"": {""center"": [50.51140923471546, 50.60249990849664], ""radius"": 10.0}, ""random_seed"": 41}",complete_with_reported_fallback,1,1,52,485,35,0,0,10,False,"{""boundary"": ""retain open physical-boundary endpoints"", ""convergence_tolerance"": 1e-11, ""fallback"": ""retain-area-preserving-quadratic"", ""max_sweeps"": 10, ""multiple_root"": ""least displacement from the current predictor"", ""target_neighbor"": ""triggering eligible neighbor, then nearest eligible 8-neighbor; tangent alignment and lexicographic index break ties"", ""update_order"": ""lexicographic Gauss-Seidel""}","[""Section 2.5 correction retained the area-preserving local quadratic in (32, 26) (no-common-edge-endpoint)""]"
QUASI,QUASI (frozen Cartesian port),circles,3,41,128,0.78125,1.4952043339999932,104,104,0,0,0,0,0.3905267200275323,0.3905267200275323,0.0,0.0,0,3.502807018799322e-19,1.3877787807814457e-17,0.24849974462409546,8.055835115320514e-05,7.266863134714617,104,"{""benchmark"": ""circles"", ""canonical_case_count"": 25, ""case_index"": 3, ""parameters"": {""center"": [50.51140923471546, 50.60249990849664], ""radius"": 10.0}, ""random_seed"": 41}",complete_with_reported_fallback,0,0,104,1034,6,0,0,10,False,"{""boundary"": ""retain open physical-boundary endpoints"", ""convergence_tolerance"": 1e-11, ""fallback"": ""retain-area-preserving-quadratic"", ""max_sweeps"": 10, ""multiple_root"": ""least displacement from the current predictor"", ""target_neighbor"": ""triggering eligible neighbor, then nearest eligible 8-neighbor; tangent alignment and lexicographic index break ties"", ""update_order"": ""lexicographic Gauss-Seidel""}",[]
QUASI,QUASI (frozen Cartesian port),circles,4,41,32,3.125,0.3804794579999964,27,25,2,0,0,0,1.6028265776768345,1.6028265776768345,0.0,0.0,0,0.0,0.0,0.09478828006357928,0.0024360296235124285,1.0379329464913247,27,"{""benchmark"": ""circles"", ""canonical_case_count"": 25, ""case_index"": 4, ""parameters"": {""center"": [50.33883591323763, 50.62180640094461], ""radius"": 10.0}, ""random_seed"": 41}",complete_with_reported_fallback,2,2,26,259,1,0,0,10,False,"{""boundary"": ""retain open physical-boundary endpoints"", ""convergence_tolerance"": 1e-11, ""fallback"": ""retain-area-preserving-quadratic"", ""max_sweeps"": 10, ""multiple_root"": ""least displacement from the current predictor"", ""target_neighbor"": ""triggering eligible neighbor, then nearest eligible 8-neighbor; tangent alignment and lexicographic index break ties"", ""update_order"": ""lexicographic Gauss-Seidel""}","[""Section 2.5 correction retained the area-preserving local quadratic in (13, 16) (no-common-edge-endpoint)"", ""Section 2.5 correction retained the area-preserving local quadratic in (16, 13) (no-common-edge-endpoint)""]"
QUASI,QUASI (frozen Cartesian port),circles,4,41,64,1.5625,0.714319666999998,51,50,1,0,0,0,0.8243696303898863,0.8243696303898863,0.0,0.0,0,3.4014185803466805e-20,1.734723475976807e-18,0.1549841965481875,0.00033436427849035943,2.2249163244847594,51,"{""benchmark"": ""circles"", ""canonical_case_count"": 25, ""case_index"": 4, ""parameters"": {""center"": [50.33883591323763, 50.62180640094461], ""radius"": 10.0}, ""random_seed"": 41}",complete_with_reported_fallback,1,1,50,500,0,0,0,10,False,"{""boundary"": ""retain open physical-boundary endpoints"", ""convergence_tolerance"": 1e-11, ""fallback"": ""retain-area-preserving-quadratic"", ""max_sweeps"": 10, ""multiple_root"": ""least displacement from the current predictor"", ""target_neighbor"": ""triggering eligible neighbor, then nearest eligible 8-neighbor; tangent alignment and lexicographic index break ties"", ""update_order"": ""lexicographic Gauss-Seidel""}","[""Section 2.5 correction retained the area-preserving local quadratic in (32, 26) (no-common-edge-endpoint)""]"
QUASI,QUASI (frozen Cartesian port),circles,4,41,128,0.78125,1.4611884170000025,103,102,1,0,0,0,0.4698998963848021,0.4698998963848021,0.0,0.0,0,0.0,0.0,0.15692837228311105,7.912415790373162e-05,4.27596146684208,103,"{""benchmark"": ""circles"", ""canonical_case_count"": 25, ""case_index"": 4, ""parameters"": {""center"": [50.33883591323763, 50.62180640094461], ""radius"": 10.0}, ""random_seed"": 41}",complete_with_reported_fallback,1,1,102,1020,0,0,0,10,False,"{""boundary"": ""retain open physical-boundary endpoints"", ""convergence_tolerance"": 1e-11, ""fallback"": ""retain-area-preserving-quadratic"", ""max_sweeps"": 10, ""multiple_root"": ""least displacement from the current predictor"", ""target_neighbor"": ""triggering eligible neighbor, then nearest eligible 8-neighbor; tangent alignment and lexicographic index break ties"", ""update_order"": ""lexicographic Gauss-Seidel""}","[""Section 2.5 correction retained the area-preserving local quadratic in (64, 52) (no-common-edge-endpoint)""]"
QUASI,QUASI (frozen Cartesian port),ellipses,0,42,32,3.125,1.0287173749999994,64,64,0,0,0,0,1.8578947362482832,1.8578947362482832,0.0,0.0,0,1.951563910473908e-18,1.249000902703301e-16,0.09365263481066127,0.0006100683118258794,1.174740183156515,64,"{""benchmark"": ""ellipses"", ""canonical_case_count"": 25, ""case_index"": 0, ""parameters"": {""aspect_ratio"": 1.5, ""center"": [50.773956048555966, 50.43887843975205], ""major_axis"": 30.0, ""minor_axis"": 20.0, ""theta"": 1.3486824587905384}, ""random_seed"": 42}",complete_with_reported_fallback,0,0,64,635,5,0,0,10,False,"{""boundary"": ""retain open physical-boundary endpoints"", ""convergence_tolerance"": 1e-11, ""fallback"": ""retain-area-preserving-quadratic"", ""max_sweeps"": 10, ""multiple_root"": ""least displacement from the current predictor"", ""target_neighbor"": ""triggering eligible neighbor, then nearest eligible 8-neighbor; tangent alignment and lexicographic index break ties"", ""update_order"": ""lexicographic Gauss-Seidel""}",[]
QUASI,QUASI (frozen Cartesian port),ellipses,0,42,64,1.5625,1.8323107080000085,128,128,0,0,0,0,0.8980304809310341,0.8980304809310341,0.0,0.0,0,3.170444321572846e-18,2.220446049250313e-16,0.11851579413493399,0.00028676260436856504,2.4835683317064055,128,"{""benchmark"": ""ellipses"", ""canonical_case_count"": 25, ""case_index"": 0, ""parameters"": {""aspect_ratio"": 1.5, ""center"": [50.773956048555966, 50.43887843975205], ""major_axis"": 30.0, ""minor_axis"": 20.0, ""theta"": 1.3486824587905384}, ""random_seed"": 42}",complete_with_reported_fallback,0,0,128,1267,13,0,0,10,False,"{""boundary"": ""retain open physical-boundary endpoints"", ""convergence_tolerance"": 1e-11, ""fallback"": ""retain-area-preserving-quadratic"", ""max_sweeps"": 10, ""multiple_root"": ""least displacement from the current predictor"", ""target_neighbor"": ""triggering eligible neighbor, then nearest eligible 8-neighbor; tangent alignment and lexicographic index break ties"", ""update_order"": ""lexicographic Gauss-Seidel""}",[]
QUASI,QUASI (frozen Cartesian port),ellipses,0,42,128,0.78125,3.719051209,258,258,0,0,0,0,0.4586817349530003,0.4586817349530003,0.0,0.0,0,1.1769161664020218e-19,2.7755575615628914e-17,0.6394027770734937,0.00014167751990021293,94.96769163588691,258,"{""benchmark"": ""ellipses"", ""canonical_case_count"": 25, ""case_index"": 0, ""parameters"": {""aspect_ratio"": 1.5, ""center"": [50.773956048555966, 50.43887843975205], ""major_axis"": 30.0, ""minor_axis"": 20.0, ""theta"": 1.3486824587905384}, ""random_seed"": 42}",complete_with_reported_fallback,0,0,258,2538,42,0,0,10,False,"{""boundary"": ""retain open physical-boundary endpoints"", ""convergence_tolerance"": 1e-11, ""fallback"": ""retain-area-preserving-quadratic"", ""max_sweeps"": 10, ""multiple_root"": ""least displacement from the current predictor"", ""target_neighbor"": ""triggering eligible neighbor, then nearest eligible 8-neighbor; tangent alignment and lexicographic index break ties"", ""update_order"": ""lexicographic Gauss-Seidel""}",[]
QUASI,QUASI (frozen Cartesian port),ellipses,1,42,32,3.125,0.8834691250000049,62,62,0,0,0,0,1.7222056147369325,1.7222056147369325,0.0,0.0,0,8.953411488912552e-19,5.551115123125783e-17,0.1003514528678587,0.0005468271571772397,3.225880835024984,62,"{""benchmark"": ""ellipses"", ""canonical_case_count"": 25, ""case_index"": 1, ""parameters"": {""aspect_ratio"": 1.5625, ""center"": [50.69736802905936, 50.09417734788765], ""major_axis"": 30.0, ""minor_axis"": 19.2, ""theta"": 1.532504006290015}, ""random_seed"": 42}",complete_with_reported_fallback,0,0,62,603,17,0,0,10,False,"{""boundary"": ""retain open physical-boundary endpoints"", ""convergence_tolerance"": 1e-11, ""fallback"": ""retain-area-preserving-quadratic"", ""max_sweeps"": 10, ""multiple_root"": ""least displacement from the current predictor"", ""target_neighbor"": ""triggering eligible neighbor, then nearest eligible 8-neighbor; tangent alignment and lexicographic index break ties"", ""update_order"": ""lexicographic Gauss-Seidel""}",[]
QUASI,QUASI (frozen Cartesian port),ellipses,1,42,64,1.5625,1.8227787080000013,126,126,0,0,0,0,0.8732206907359422,0.8732206907359422,0.0,0.0,0,0.0,0.0,0.0606624690050396,0.00019104366693730758,2.123293784780546,126,"{""benchmark"": ""ellipses"", ""canonical_case_count"": 25, ""case_index"": 1, ""parameters"": {""aspect_ratio"": 1.5625, ""center"": [50.69736802905936, 50.09417734788765], ""major_axis"": 30.0, ""minor_axis"": 19.2, ""theta"": 1.532504006290015}, ""random_seed"": 42}",complete_with_reported_fallback,0,0,126,1245,15,0,0,10,False,"{""boundary"": ""retain open physical-boundary endpoints"", ""convergence_tolerance"": 1e-11, ""fallback"": ""retain-area-preserving-quadratic"", ""max_sweeps"": 10, ""multiple_root"": ""least displacement from the current predictor"", ""target_neighbor"": ""triggering eligible neighbor, then nearest eligible 8-neighbor; tangent alignment and lexicographic index break ties"", ""update_order"": ""lexicographic Gauss-Seidel""}",[]
